_TREE_TYPE,_TREE_ID,NODE_ID,PARENT_ID,NODE_TYPE
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3321421000,N_1428194880,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3339663680,N_6995339450,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3361364790,N_0122177280,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3380428400,N_3088415360,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3441886870,N_9178948290,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3447444250,N_0122177280,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3467032440,N_0318413770,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3468661440,N_7809093740,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3470273620,N_9229058960,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3504070750,N_4393527350,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3504805740,N_0737320610,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3524572600,N_3824364050,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3546894920,N_2323134850,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3561277880,N_7809093740,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3637898880,N_3172152590,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3652847350,N_7809093740,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3664827970,N_2782479680,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3676306580,N_1849572950,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3692964310,N_7809093740,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3757556310,N_8522546500,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3803680480,N_4393527350,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3824364050,N_7809093740,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3867714170,N_0366847880,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3874092200,N_3172152590,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3892038960,N_2107010180,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3908506390,N_1352356570,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3913732220,N_0850268400,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3945326120,N_4877823950,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_3990572640,N_8113608880,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4005547070,N_1664120230,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4033924650,ROOT,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4055204960,N_3088415360,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4131911090,N_6721885430,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4143686260,N_7809093740,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4160327850,N_6388377000,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4189161980,N_9528913830,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4228489720,N_0375688750,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4228646040,N_4143686260,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4232589400,N_3172152590,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4257649300,N_3088415360,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4284062120,N_1807317640,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4291969930,N_0366847880,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4323280760,N_2365292250,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4329249850,N_1849572950,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4383327490,N_3468661440,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4390558650,N_8327469260,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4393527350,N_7809093740,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4409720420,N_3088415360,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4409769190,N_3652847350,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4431423630,N_4954701460,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4448766550,N_5603036450,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4471536130,N_6385261320,XMAT
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4500439930,N_8522546500,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4560061840,N_3824364050,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4570365770,N_0267968830,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4571470860,N_3824364050,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4591057090,N_2367640770,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4612762130,N_4393527350,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4625005250,N_7809093740,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4655002800,N_0478302970,XMAT
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4667127800,N_9196960930,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4749712130,N_3467032440,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4755215900,N_3021125320,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4757070180,N_7190157020,XMAT
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4779246220,N_4393527350,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4790388620,N_4189161980,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4828051690,N_7809093740,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4854896720,N_7809093740,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4858417490,N_7726905140,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4877823950,N_9479616540,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4883278240,N_1424419900,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4911311620,N_4393527350,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4946596150,N_8773813990,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4951788070,N_8108922800,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4952056100,N_0122177280,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4954701460,N_1428194880,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_4960853500,N_3652847350,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5027591820,N_7197355130,XMAT
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5049714720,N_8327469260,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5130236480,N_7809093740,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5132070360,N_2042245020,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5167245760,N_6358526140,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5218799790,N_4755215900,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5264798790,N_3824364050,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5274378360,N_5957458850,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5415770190,N_9229058960,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5415915630,N_3824364050,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5484176910,N_8522546500,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5497123960,N_8439680600,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5503209600,N_3824364050,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5548352840,N_1251783620,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5603036450,N_3088447470,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5626548730,N_3441886870,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5651565620,N_9528913830,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5668393520,N_4500439930,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5693382710,N_3561277880,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5723480730,N_4409769190,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5743359310,N_0049923170,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5801389960,N_0806166350,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5804983420,N_4033924650,XMAT
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5830527310,N_4409769190,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5898836410,N_5167245760,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5957458850,N_9108965570,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5976223700,N_4409769190,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5983460590,N_8261184590,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_5998503360,N_8108922800,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6051387530,N_4954701460,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6146373600,N_0122177280,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6148341070,N_4393527350,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6171840600,N_1413740460,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6182736460,N_4393527350,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6211521670,N_3088415360,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6223317690,N_3824364050,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6279236090,N_2937781550,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6289103000,N_1251783620,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6343461790,N_4591057090,XMAT
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6353210280,N_5693382710,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6358526140,N_2323134850,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6361116100,N_7809093740,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6362455790,N_4954701460,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6380295430,N_4755215900,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6385261320,N_4625005250,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6388377000,N_1352356570,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6434148280,N_4393527350,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6437584870,N_5603036450,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6440161820,N_2706444780,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6458155910,N_9825061420,XMAT
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6491864300,N_1120733600,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6537364210,N_5415915630,XMAT
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6587105310,N_2782479680,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6594979730,N_0737320610,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6646805560,N_9041272010,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6660632050,N_1251783620,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6721885430,N_4560061840,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6726535060,N_8327469260,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6747711680,N_7089481280,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6830222530,N_7809093740,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6867573710,N_2884491090,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6891051480,N_6646805560,XMAT
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6930604230,N_0737320610,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6930708880,N_3172152590,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6978386140,N_1929941290,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6986836550,N_4877823950,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_6995339450,N_1939314530,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7088276820,N_1807317640,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7089481280,N_6146373600,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7135755860,N_0737320610,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7183607160,N_4877823950,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7190157020,N_6491864300,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7197355130,N_6660632050,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7236592990,N_2770645860,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7260248970,N_3824364050,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7278365610,N_7809093740,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7296838100,N_8522546500,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7322758890,N_1664120230,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7327953070,N_7809093740,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7404784600,N_5693382710,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7421907560,N_1775424360,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7432725840,N_8327469260,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7465324500,N_4393527350,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7473442690,N_5693382710,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7499203200,N_3172152590,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7528547840,N_1188950070,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7562028880,N_3561277880,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7562717120,N_8261184590,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7579333780,N_0122177280,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7589144740,N_5167245760,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7672321040,N_9479616540,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7690248500,N_8327469260,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7701759670,N_0687177040,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7726905140,N_2920279450,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7743016690,N_7089481280,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7806823020,N_1939314530,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7809093740,N_0122177280,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7831579140,N_8327469260,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7834653020,N_1775424360,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7843885720,N_9178948290,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_7944075400,N_4189161980,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8039199600,N_1413740460,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8041868700,N_4033924650,XMAT
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8049782790,N_4393527350,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8091821680,N_0850268400,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8108922800,N_1849572950,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8113608880,N_7809093740,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8117998090,N_1807317640,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8172771120,N_4500439930,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8227986890,N_8522546500,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8261184590,N_9121545590,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8327469260,N_0122177280,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8430876730,N_4393527350,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8431826410,N_1453754480,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8433720300,N_9077107830,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8439680600,N_5130236480,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8442269400,N_6289103000,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8522546500,N_1352356570,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8569215070,N_7809093740,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8593384660,N_3088415360,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8613021390,N_8108922800,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8651727710,N_4409769190,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8752684120,N_3561277880,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8770703800,N_0737320610,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8773813990,N_6587105310,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8783989130,N_4393527350,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8797409350,N_7528547840,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8862750470,N_4883278240,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8867773240,N_2937781550,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8943188030,N_8439680600,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8943745590,N_1428194880,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8958963330,N_6491864300,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8987187820,N_8327469260,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_8995600800,N_7322758890,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9041272010,N_1251783620,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9077107830,N_3211528470,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9108965570,N_7809093740,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9121545590,N_0122177280,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9134736010,N_2884491090,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9178948290,N_6146373600,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9183731920,N_3162793780,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9187641700,N_5693382710,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9196960930,N_1251783620,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9229058960,N_7809093740,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9241321940,N_3117221540,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9298619030,N_2323134850,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9330524860,N_6440161820,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9345078350,N_5801389960,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9348515030,N_3088415360,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9378026090,N_9745007100,XMAT
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9389054890,N_9121545590,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9403559510,N_7809093740,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9405777460,N_8522546500,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9407723340,N_5693382710,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9479616540,N_9229058960,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9487748280,N_8773813990,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9502190630,N_4393527350,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9528913830,N_3990572640,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9564997730,N_0318413770,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9574638800,N_3546894920,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9610551780,N_6721885430,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9618304850,N_1413740460,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9636648070,N_4954701460,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9666630090,N_5693382710,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9727514900,N_2365292250,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9745007100,N_6721885430,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9815358100,N_3652847350,TECH
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9817252040,N_7809093740,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9825061420,N_6491864300,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9879225590,N_0049923170,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9881398480,N_7432725840,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9908957840,N_7278365610,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9926009840,N_4409769190,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9944091160,N_2770645860,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9947628110,N_4755215900,ATOM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9955634980,N_9528913830,ELEM
PAYM,/CITI/XML/UNESCO/DIRECT_CREDIT,N_9982641930,N_1775424360,ELEM
PAYM,/SEPA_CT_UNES,N_0176201200,N_0206686030,ELEM
PAYM,/SEPA_CT_UNES,N_0179888070,N_9961450310,ELEM
PAYM,/SEPA_CT_UNES,N_0206686030,N_9145273120,ELEM
PAYM,/SEPA_CT_UNES,N_0639541490,N_1725392490,ELEM
PAYM,/SEPA_CT_UNES,N_0763355730,N_6289915400,ATOM
PAYM,/SEPA_CT_UNES,N_0843213020,N_0179888070,ATOM
PAYM,/SEPA_CT_UNES,N_0856187240,N_6289915400,ATOM
PAYM,/SEPA_CT_UNES,N_0875432660,N_9145273120,ELEM
PAYM,/SEPA_CT_UNES,N_0933751040,N_7493536070,ATOM
PAYM,/SEPA_CT_UNES,N_1114124980,N_9145273120,ELEM
PAYM,/SEPA_CT_UNES,N_1307819380,N_1769383930,ELEM
PAYM,/SEPA_CT_UNES,N_1348246140,N_4880705930,XMAT
PAYM,/SEPA_CT_UNES,N_1374946860,N_3212123950,ATOM
PAYM,/SEPA_CT_UNES,N_1420837010,N_0179888070,ATOM
PAYM,/SEPA_CT_UNES,N_1489713350,N_7251154690,ELEM
PAYM,/SEPA_CT_UNES,N_1600557490,N_8123082880,ELEM
PAYM,/SEPA_CT_UNES,N_1725392490,N_1114124980,ELEM
PAYM,/SEPA_CT_UNES,N_1761132200,N_4457909410,ELEM
PAYM,/SEPA_CT_UNES,N_1769383930,N_1489713350,ELEM
PAYM,/SEPA_CT_UNES,N_1781756050,N_9145273120,ELEM
PAYM,/SEPA_CT_UNES,N_1863004460,N_9961450310,ELEM
PAYM,/SEPA_CT_UNES,N_2063037070,N_9961450310,ELEM
PAYM,/SEPA_CT_UNES,N_2147266940,N_5757152900,ELEM
PAYM,/SEPA_CT_UNES,N_2225536670,N_0179888070,ATOM
PAYM,/SEPA_CT_UNES,N_2225746230,N_9926185740,ELEM
PAYM,/SEPA_CT_UNES,N_2257360070,N_6289915400,ATOM
PAYM,/SEPA_CT_UNES,N_2378752350,N_7493536070,ATOM
PAYM,/SEPA_CT_UNES,N_2411404380,N_9481469990,ELEM
PAYM,/SEPA_CT_UNES,N_2411930340,N_9145273120,TECH
PAYM,/SEPA_CT_UNES,N_2470231520,N_7493536070,ATOM
PAYM,/SEPA_CT_UNES,N_2590134600,N_6025412550,ELEM
PAYM,/SEPA_CT_UNES,N_2790093090,N_4754354180,ELEM
PAYM,/SEPA_CT_UNES,N_3166789840,N_7315391560,ELEM
PAYM,/SEPA_CT_UNES,N_3212123950,N_1489713350,ELEM
