TREE_ID,MP_CONST,NODE_TYPE,MP_SC_FLD,NODE_ID,TECH_NAME,_tree_id,PARENT_ID,TREE_TYPE,MP_SC_TAB
/CITI/XML/UNESCO/DC_V3_01     ,RPIN,ELEM,                              ,N_3041418040,Cd                                                ,/CITI/XML/UNESCO/DC_V3_01,N_5209031690,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ATOM,NAMEZ                         ,N_3058557400,NAMEZ                                             ,/CITI/XML/UNESCO/DC_V3_01,N_7154306150,PAYM,FPAYHX                        
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,PURP_CD                       ,N_3079009180,Cd                                                ,/CITI/XML/UNESCO/DC_V3_01,N_4017073730,PAYM,FPAYHX                        
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,LALC05                        ,N_3086955480,Ustrd                                             ,/CITI/XML/UNESCO/DC_V3_01,N_9054091070,PAYM,FPAYHX                        
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,STCD3                         ,N_3101406650,TaxTp                                             ,/CITI/XML/UNESCO/DC_V3_01,N_3255409070,PAYM,FPAYHX                        
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3108242270,FinInstnId                                        ,/CITI/XML/UNESCO/DC_V3_01,N_8566040750,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,LALB05                        ,N_3118258730,AddtlInf                                          ,/CITI/XML/UNESCO/DC_V3_01,N_4841430570,PAYM,FPAYHX                        
/CITI/XML/UNESCO/DC_V3_01     ,,TECH,REF02                         ,N_3127007260,housenumber                                       ,/CITI/XML/UNESCO/DC_V3_01,N_3576433990,PAYM,FPAYHX                        
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,SVCLVL_CD                     ,N_3145958430,Cd                                                ,/CITI/XML/UNESCO/DC_V3_01,N_0470322080,PAYM,FPAYHX                        
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3161949360,Tp                                                ,/CITI/XML/UNESCO/DC_V3_01,N_0081253400,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ATOM,DATLO                         ,N_3186209280,MM                                                ,/CITI/XML/UNESCO/DC_V3_01,N_9980466550,PAYM,SYST                          
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,STRFR                         ,N_3187857110,Ref                                               ,/CITI/XML/UNESCO/DC_V3_01,N_0956048250,PAYM,FPAYP                         
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,WRBTR                         ,N_3190576760,DuePyblAmt                                        ,/CITI/XML/UNESCO/DC_V3_01,N_8165899330,PAYM,FPAYP                         
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3213354570,RegnId                                            ,/CITI/XML/UNESCO/DC_V3_01,N_7768585820,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,http://www.w3.org/2001/XMLSchema-instance,XMAT,                              ,N_3241377240,xmlns:xsi                                         ,/CITI/XML/UNESCO/DC_V3_01,N_3831274320,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ATOM,VALUT                         ,N_3245279220,MM                                                ,/CITI/XML/UNESCO/DC_V3_01,N_3514360630,PAYM,FPAYH                         
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3255409070,Cdtr                                              ,/CITI/XML/UNESCO/DC_V3_01,N_8573175080,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,LCLINSTRM_PRTY                ,N_3273302860,Prtry                                             ,/CITI/XML/UNESCO/DC_V3_01,N_2285261360,PAYM,FPAYHX                        
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3301357040,CtrySubDvsn                                       ,/CITI/XML/UNESCO/DC_V3_01,N_2368849090,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ATOM,ZPST2                         ,N_3302906280,POBoxPc                                           ,/CITI/XML/UNESCO/DC_V3_01,N_0249673900,PAYM,FPAYH                         
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3320312680,InstrForCdtrAgt                                   ,/CITI/XML/UNESCO/DC_V3_01,N_6140636800,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3331615040,InstrId                                           ,/CITI/XML/UNESCO/DC_V3_01,N_0996765750,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3332015930,Othr                                              ,/CITI/XML/UNESCO/DC_V3_01,N_1035695340,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,LALA02                        ,N_3360471890,AddtlInf                                          ,/CITI/XML/UNESCO/DC_V3_01,N_6171875020,PAYM,FPAYHX                        
/CITI/XML/UNESCO/DC_V3_01     ,,ATOM,ZSWIF                         ,N_3390973610,Bic                                               ,/CITI/XML/UNESCO/DC_V3_01,N_8297003060,PAYM,FPAYH                         
/CITI/XML/UNESCO/DC_V3_01     ,,ATOM,ZREGI                         ,N_3392171020,CtrySubDvsn_HR                                    ,/CITI/XML/UNESCO/DC_V3_01,N_3301357040,PAYM,FPAYH                         
/CITI/XML/UNESCO/DC_V3_01     ,,ATOM,                              ,N_3427527370,CtrySubDvsn                                       ,/CITI/XML/UNESCO/DC_V3_01,N_7413462330,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3432873370,Rcrd                                              ,/CITI/XML/UNESCO/DC_V3_01,N_8573175080,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3434772940,Cd                                                ,/CITI/XML/UNESCO/DC_V3_01,N_1793337910,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3437491910,RltdDt                                            ,/CITI/XML/UNESCO/DC_V3_01,N_9277578250,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,PMTMTD                        ,N_3458016510,PmtMtd                                            ,/CITI/XML/UNESCO/DC_V3_01,N_9996937180,PAYM,FPAYHX                        
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3460219500,CtgyPurp                                          ,/CITI/XML/UNESCO/DC_V3_01,N_9956883140,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ATOM,                              ,N_3488525440,City                                              ,/CITI/XML/UNESCO/DC_V3_01,N_3747128920,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3511983780,StrtNm                                            ,/CITI/XML/UNESCO/DC_V3_01,N_1496761000,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3514360630,ChqMtrtyDt                                        ,/CITI/XML/UNESCO/DC_V3_01,N_6390687550,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,-,ATOM,                              ,N_3520558520,-                                                 ,/CITI/XML/UNESCO/DC_V3_01,N_9556505720,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ATOM,BLDAT                         ,N_3544225740,DD                                                ,/CITI/XML/UNESCO/DC_V3_01,N_3437491910,PAYM,FPAYP                         
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,LALB06                        ,N_3559751590,AddtlInf                                          ,/CITI/XML/UNESCO/DC_V3_01,N_4970707120,PAYM,FPAYHX                        
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3562799530,OrgId                                             ,/CITI/XML/UNESCO/DC_V3_01,N_2029146120,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3576433990,Cdtr                                              ,/CITI/XML/UNESCO/DC_V3_01,N_6140636800,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,STCEG                         ,N_3593753640,TaxId                                             ,/CITI/XML/UNESCO/DC_V3_01,N_7768585820,PAYM,FPAYHX                        
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,XBLNR                         ,N_3597168440,RefNb                                             ,/CITI/XML/UNESCO/DC_V3_01,N_8573175080,PAYM,FPAYP                         
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3627217200,Dtls                                              ,/CITI/XML/UNESCO/DC_V3_01,N_0396318870,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3649275780,InstrForCdtrAgt                                   ,/CITI/XML/UNESCO/DC_V3_01,N_6140636800,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,CINV,ATOM,                              ,N_3653690010,CINV                                              ,/CITI/XML/UNESCO/DC_V3_01,N_3434772940,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ATOM,                              ,N_3665875770,Housenum                                          ,/CITI/XML/UNESCO/DC_V3_01,N_3825417170,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,TECH,UBKNT2                        ,N_3677387600,Altknt                                            ,/CITI/XML/UNESCO/DC_V3_01,N_0754219950,PAYM,FPAYHX                        
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,UBWAE                         ,N_3700963820,Ccy                                               ,/CITI/XML/UNESCO/DC_V3_01,N_4889343760,PAYM,FPAYHX                        
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3708282600,TwnNm                                             ,/CITI/XML/UNESCO/DC_V3_01,N_1496761000,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3710296560,Cd                                                ,/CITI/XML/UNESCO/DC_V3_01,N_6716821800,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3724880730,BrnchId                                           ,/CITI/XML/UNESCO/DC_V3_01,N_1020032620,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3725641890,Rcrd                                              ,/CITI/XML/UNESCO/DC_V3_01,N_8573175080,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ATOM,VALUT                         ,N_3745360830,DD                                                ,/CITI/XML/UNESCO/DC_V3_01,N_7464703350,PAYM,FPAYH                         
/CITI/XML/UNESCO/DC_V3_01     ,,ELEM,                              ,N_3747128920,TwnNm                                             ,/CITI/XML/UNESCO/DC_V3_01,N_2368849090,PAYM,                              
/CITI/XML/UNESCO/DC_V3_01     ,,ATOM,ZNME1                         ,N_3753917020,ZNME1_HR                                          ,/CITI/XML/UNESCO/DC_V3_01,N_7583595070,PAYM,FPAYH                         
/CITI/XML/UNESCO/DC_V3_01     ,,ATOM,CHARGE_ID                     ,N_3764137940,CITIPMW                                           ,/CITI/XML/UNESCO/DC_V3_01,N_7404929700,PAYM,FPAYHX                        
