fund,fund_type,link_type,wbs_objnr,wbs_posid,wbs_post1,n_commit_lines,ps_commit_open_2026,ps_budget_2026,ps_actual_2026,ps_pool_remaining,fm_revenue_2026,fm_consumed_2026,fm_pool_remaining,isbd_flag,state,commit_exceeds_fm,pre_flight_verdict
448INT2411,104,HARD,PR00048344,448INT2411.7.1,7.1) Staff Costs,8,13216.77,19837.52,1059.39,5561.36,-1300473.67,-632729.17,-1933202.84,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
448INT2411,104,HARD,PR00048351,448INT2411.7.8,7.8) Other general operating expenses,6,1000.00,12425.58,4858.08,6567.50,-1300473.67,-632729.17,-1933202.84,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
448INT2411,104,HARD,PR00048316,448INT2411.2.5.3,2.5.3) Climate activities and IPCC Netwo,2,400.00,725.56,200.00,125.56,-1300473.67,-632729.17,-1933202.84,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
448INT2411,104,HARD,PR00048302,448INT2411.1.3.2,1.3.2) Fellows Awards - Other costs,1,0.00,500.00,457.71,42.29,-1300473.67,-632729.17,-1933202.84,YES,FM_ONLY_EXHAUSTED,NO,PASS
448INT2411,104,HARD,PR00048330,448INT2411.5.1,5.1) Publications,1,0.00,1500.00,1303.31,196.69,-1300473.67,-632729.17,-1933202.84,YES,FM_ONLY_EXHAUSTED,NO,PASS
448INT2411,104,HARD,PR00048345,448INT2411.7.2,7.2) ICTP Services,2,0.00,47743.76,14532.88,33210.88,-1300473.67,-632729.17,-1933202.84,YES,FM_ONLY_EXHAUSTED,NO,PASS
439GLO2042,104,HARD,PR00048625,439GLO2042.1.2,project /activity 1.2 Climate change act,96,10974.48,33863.73,22889.25,-0.00,-1701863.82,-70655.82,-1772519.64,YES,BOTH_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046001,727UKR1000.2.3.2,Human resources for MHPSS provision,51,425581.97,675912.17,229420.53,20909.67,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00045998,727UKR1000.2.2.1,Capacity development of multidisciplinar,86,133680.27,321326.27,182313.75,5332.25,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046111,727UKR1000.4.2.6,Modernization of VET digital management,7,129792.96,148031.80,13031.80,5207.04,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046005,727UKR1000.3.1.1,TPD System strengthening,46,106521.77,176032.79,60036.10,9474.92,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046018,727UKR1000.4.2.2,Development of AICOM module for managing,42,86585.48,130354.50,43155.97,613.05,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046114,727UKR1000.4.2.9,Creation of a register of out-of-school,9,81878.38,123737.57,41858.87,0.32,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046115,727UKR1000.4.2.10,Development of AICOM module for electron,12,54822.55,71314.57,16131.83,360.19,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046007,727UKR1000.3.2.1,TPD content curation and design,30,46727.67,90625.84,42040.32,1857.85,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046119,727UKR1000.5.1.1,"Reporting, monitoring and evaluation",25,42229.54,71023.63,24894.37,3899.72,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046117,727UKR1000.4.2.12,Support to operationalizaiton of an EMIS,3,32768.00,32768.00,,0.00,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046023,727UKR1000.4.3.2,Development of public online educational,4,31696.00,61528.00,29832.00,0.00,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046116,727UKR1000.4.2.11,Development of AICOM module for manageme,4,30354.00,105354.57,75000.00,0.57,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046000,727UKR1000.2.3.1,Training of existing personnel,20,28832.07,139501.13,96113.21,14555.85,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046009,727UKR1000.3.3.1,TPD Human Capacity Building,70,26559.37,81759.81,53405.69,1794.75,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046121,727UKR1000.5.1.3,Program communications,44,15743.75,115532.87,86996.09,12793.03,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046022,727UKR1000.4.3.1,Development of data exchange services (A,2,15480.00,15480.65,,0.65,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046123,727UKR1000.5.1.5,"Field support (finance, procurement, etc",41,15292.64,88047.13,57455.08,15299.41,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046002,727UKR1000.2.3.3,Improvement of infrastructure,53,13143.09,340045.17,285380.61,41521.47,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046113,727UKR1000.4.2.8,Development of AICOM module for registra,2,12554.00,12554.57,,0.57,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00045996,727UKR1000.2.1.1,Transformation or development of relevan,15,9136.25,31399.51,22234.31,28.95,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046025,727UKR1000.4.3.4,Integration of AICOM/DIIA with all-Ukrai,9,5448.81,19315.57,13848.28,18.48,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046029,727UKR1000.4.4.3,Integration of Ukrainian Center for Educ,1,4420.00,4420.39,,0.39,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046017,727UKR1000.4.2.1,Development of AICOM module for registra,9,3807.56,77778.15,73970.59,-0.00,,-1766907.48,-1766907.48,YES,BOTH_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046012,727UKR1000.4.1.1,Deployment of technical expertise for co,42,3018.93,45010.82,38275.27,3716.62,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046030,727UKR1000.4.4.4,Support to IEA for dissemination of gend,1,998.00,998.13,,0.13,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046112,727UKR1000.4.2.7,Modernization of the EDEBO module for ma,3,794.00,21061.81,20267.55,0.26,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046028,727UKR1000.4.4.2,Integration of State Service of Educatio,3,224.00,642.00,417.23,0.77,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727UKR1000,107,HARD,PR00046013,727UKR1000.4.1.2,Design of the overarching technical arch,4,0.00,6626.51,5240.00,1386.51,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PASS
727UKR1000,107,HARD,PR00046014,727UKR1000.4.1.3,Development and promotion of data exchan,16,0.00,21583.54,19158.30,2425.24,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PASS
727UKR1000,107,HARD,PR00046015,727UKR1000.4.1.4,Development of a strategy for use unique,6,0.00,30000.00,29445.74,554.26,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PASS
727UKR1000,107,HARD,PR00046019,727UKR1000.4.2.3,Development of AICOM module for electron,1,0.00,80354.50,80354.50,0.00,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PASS
727UKR1000,107,HARD,PR00046020,727UKR1000.4.2.4,Development of data integration interfac,3,0.00,80846.50,80846.50,0.00,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PASS
727UKR1000,107,HARD,PR00046024,727UKR1000.4.3.3,Integration between AICOM and EDEBO,2,0.00,12966.67,12966.67,0.00,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PASS
727UKR1000,107,HARD,PR00046027,727UKR1000.4.4.1,Enhancement of AICOM analytical/reportin,2,0.00,7003.11,7000.00,3.11,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PASS
727UKR1000,107,HARD,PR00046031,727UKR1000.4.4.5,Development of a monitoring platform in,2,0.00,1785.73,1785.00,0.73,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PASS
727UKR1000,107,HARD,PR00046109,727UKR1000.4.2.5,Modernization of the EDEBO solution for,1,0.00,13032.05,13032.05,0.00,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PASS
727UKR1000,107,HARD,PR00046120,727UKR1000.5.1.2,Security,1,0.00,3987.50,3987.50,0.00,,-1766907.48,-1766907.48,YES,FM_ONLY_EXHAUSTED,NO,PASS
549TAJ1000,105,HARD,PR00052170,549TAJ1000.8.6,Procurement of STEM facilities,36,112792.00,320000.00,64208.87,142999.13,-400.46,-1623390.09,-1623790.55,NO,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040664,549TAJ1000.1.1,1.1 Project Coordinator - P3 - Project A,121,106490.40,171125.92,64305.70,329.82,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040682,549TAJ1000.4.5,per expert (national),87,70460.00,338286.50,98465.00,169361.50,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040681,549TAJ1000.4.4,per expert (international),24,55145.00,187477.25,51320.00,81012.25,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040689,549TAJ1000.5.6,per expert (national),32,45991.00,66999.52,17000.00,4008.52,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040671,549TAJ1000.2.2,2.2  Travel of consultants/experts,54,42308.06,103881.71,31651.45,29922.20,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040707,549TAJ1000.8.5,per procurement (equipment),114,38446.06,665087.71,383290.85,243350.80,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040688,549TAJ1000.5.5,per expert (international),12,23700.00,34004.00,10050.00,254.00,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040722,549TAJ1000.7.6,per expert (national),19,18856.00,30000.28,11144.00,0.28,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040710,549TAJ1000.7.5,per expert (international),3,18600.00,34943.28,8000.00,8343.28,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040665,549TAJ1000.1.2,1.2 Project Associate Officer - SB4 (loc,34,17753.36,27500.35,9603.12,143.87,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040717,549TAJ1000.9.6,per year visibility action (communicatio,1,15615.00,25626.85,-27.59,10039.44,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040666,549TAJ1000.1.3,1.3 Project Assistant - SB3 (local  - se,34,10404.80,18950.29,8108.18,437.31,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040667,549TAJ1000.1.4,1.4 Administrative Assistant  - SB3 (loc,34,8845.84,19191.89,10234.49,111.56,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040706,549TAJ1000.8.4,per procurement (renovation),4,7845.24,14847.37,-2952.12,9954.25,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040680,549TAJ1000.4.3,per textbook,2,5219.60,15972.47,,10752.87,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040686,549TAJ1000.5.3,per translation for the workshop,3,4800.00,28864.87,9300.00,14764.87,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040699,549TAJ1000.7.2,per translation for the meeting,4,4800.00,19442.65,11700.86,2941.79,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040679,549TAJ1000.4.2,per translation for the meeting,1,4370.80,32101.16,,27730.36,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040687,549TAJ1000.5.4,per printing of materials per workshop,1,2310.00,7419.46,,5109.46,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040715,549TAJ1000.9.4,"per year (utilities, postal, tel/fax and",14,669.37,18066.91,5875.72,11521.82,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040720,549TAJ1000.7.3,per printing per workshop,1,645.40,5000.00,,4354.60,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
549TAJ1000,105,HARD,PR00040678,549TAJ1000.4.1,per workshop for texbook development,4,0.00,53096.18,1101.80,51994.38,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PASS
549TAJ1000,105,HARD,PR00040694,549TAJ1000.6.4,per translation for the workshop,2,0.00,26472.35,5613.00,20859.35,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PASS
549TAJ1000,105,HARD,PR00040704,549TAJ1000.8.2,per training/workshop,3,0.00,86209.09,17683.46,68525.63,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PASS
549TAJ1000,105,HARD,PR00040712,549TAJ1000.9.1,per month office lease,8,0.00,14955.83,7888.05,7067.78,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PASS
549TAJ1000,105,HARD,PR00040719,549TAJ1000.7.1,per workshop,8,0.00,96981.62,50144.11,46837.51,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PASS
549TAJ1000,105,HARD,PR00040721,549TAJ1000.7.4,per  Learning Management System,2,0.00,15158.00,5709.06,9448.94,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PASS
549TAJ1000,105,HARD,PR00052171,549TAJ1000.8.7,Stem equipment,5,0.00,700629.00,699061.85,1567.15,-400.46,-1623390.09,-1623790.55,YES,FM_ONLY_EXHAUSTED,NO,PASS
549TAJ1000,105,HARD,PR00056930,549TAJ1000.5.7,per workshop for in-service teacher,2,0.00,30000.00,23005.83,6994.17,-400.46,-1623390.09,-1623790.55,NO,FM_ONLY_EXHAUSTED,NO,PASS
503ZAM1002,105,HARD,PR00052269,503ZAM1002.6.1.1,Staff salaries,97,138316.81,225613.98,79302.79,7994.38,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
503ZAM1002,105,HARD,PR00052271,503ZAM1002.6.3.1,Backstopping,51,83502.63,313961.97,7716.50,222742.84,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
503ZAM1002,105,HARD,PR00052262,503ZAM1002.4.2,"Parents, religious, traditional",8,72307.28,142404.57,,70097.29,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
503ZAM1002,105,HARD,PR00052256,503ZAM1002.2.1,High-quality LSHE learning,57,55392.72,236386.70,141685.36,39308.62,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
503ZAM1002,105,HARD,PR00052270,503ZAM1002.6.2.1,Regional staff costs,168,24119.09,87816.11,12662.62,51034.40,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
503ZAM1002,105,HARD,PR00052257,503ZAM1002.2.2,In-service teachers,10,23010.58,443596.73,399153.36,21432.79,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
503ZAM1002,105,HARD,PR00052272,503ZAM1002.6.3.2,Monitoring and evaluation,3,18787.49,22000.78,,3213.29,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
503ZAM1002,105,HARD,PR00052254,503ZAM1002.1.1,Policy makers engaged,3,11443.94,106452.74,10833.85,84174.95,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
503ZAM1002,105,HARD,PR00052265,503ZAM1002.4.5,"Learners, teachers",1,10196.33,55541.13,2.26,45342.54,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
503ZAM1002,105,HARD,PR00052255,503ZAM1002.1.2,National policies related,9,10090.39,110892.87,73891.45,26911.03,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
503ZAM1002,105,HARD,PR00052268,503ZAM1002.5.2,Quality and timely research,6,1530.51,124314.29,81957.57,40826.21,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
503ZAM1002,105,HARD,PR00052258,503ZAM1002.3.1,Young people’s organizations,5,0.00,142660.42,103125.42,39535.00,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PASS
503ZAM1002,105,HARD,PR00052259,503ZAM1002.3.2,Guidance and counseling teachers,6,0.00,100387.18,46032.51,54354.67,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PASS
503ZAM1002,105,HARD,PR00052260,503ZAM1002.3.3,More young people including,4,0.00,172824.53,128264.73,44559.80,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PASS
503ZAM1002,105,HARD,PR00052261,503ZAM1002.4.1,Referral systems that link,2,0.00,66266.67,,66266.67,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PASS
503ZAM1002,105,HARD,PR00052263,503ZAM1002.4.3,"School staff, school management",1,0.00,63058.76,44.74,63014.02,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PASS
503ZAM1002,105,HARD,PR00052264,503ZAM1002.4.4,AYP equipped,1,0.00,57762.30,44.74,57717.56,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PASS
503ZAM1002,105,HARD,PR00052266,503ZAM1002.4.6,Policies addressing,2,0.00,90521.86,14217.59,76304.27,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PASS
503ZAM1002,105,HARD,PR00052267,503ZAM1002.5.1,Education sector personnel,3,0.00,185840.03,163125.67,22714.36,-4781.34,-1359683.65,-1364464.99,YES,FM_ONLY_EXHAUSTED,NO,PASS
643CSI9013,313,HARD,PR00052920,643CSI9013.1,External Implementation partner,62,901863.60,,1180640.74,-2082504.34,75255.32,-1436630.05,-1361374.73,NO,BOTH_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
643CSI9013,313,HARD,PR00052921,643CSI9013.2,Personnel,133,279782.55,,180733.99,-460516.54,75255.32,-1436630.05,-1361374.73,NO,BOTH_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
570BRZ1022,,DERIVED,PR00057071,570BRZ1022,Top WBS: Management for Learning: Cooper,102,11161.30,1359446.31,1189100.77,159184.24,-85601.53,-1202529.70,-1288131.23,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
185REN0001,097,HARD,PR00033974,185REN0001.2,Cost of works,129,6226848.05,,1186145.22,-7412993.27,,-1286450.40,-1286450.40,NO,BOTH_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
185REN0001,097,HARD,PR00033973,185REN0001.1,Contracting and Studies,18,429775.85,,82816.98,-512592.83,,-1286450.40,-1286450.40,NO,BOTH_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
185REN0001,097,HARD,PR00033977,185REN0001.5,Miscellaneous Contingencies,11,144114.51,,16390.44,-160504.95,,-1286450.40,-1286450.40,NO,BOTH_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
185REN0001,097,HARD,PR00033975,185REN0001.3,Furniture and removals,1,34710.57,,,-34710.57,,-1286450.40,-1286450.40,NO,BOTH_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
495GLO1044,104,HARD,PR00048728,495GLO1044.2.3,Campus Africa,64,29173.54,92439.64,62296.41,969.69,-1164554.17,-107612.10,-1272166.27,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
495GLO1044,104,HARD,PR00048727,495GLO1044.2.2,Global convention,9,825.28,14351.21,13525.93,-0.00,-1164554.17,-107612.10,-1272166.27,YES,BOTH_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
495GLO1044,104,HARD,PR00048726,495GLO1044.2.1,HED,5,1.00,33304.54,33303.54,0.00,-1164554.17,-107612.10,-1272166.27,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
495GLO1044,104,HARD,PR00048724,495GLO1044.1,TVET,46,0.00,3.34,3.34,0.00,-1164554.17,-107612.10,-1272166.27,YES,FM_ONLY_EXHAUSTED,NO,PASS
465BRZ3007,,DERIVED,PR00056239,465BRZ3007.26,PROJETOS DE BASE ANO 2026,181,6658000.00,,1341000.00,-7999000.00,943192.81,-2125909.46,-1182716.65,NO,BOTH_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
465BRZ3007,,DERIVED,PR00051821,465BRZ3007.25,PROJETOS DE BASE AND 2025,378,2180000.00,,1376331.53,-3556331.53,943192.81,-2125909.46,-1182716.65,NO,BOTH_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
465BRZ3007,,DERIVED,PR00046880,465BRZ3007.24,PROJETOS DE BASE ANO 2024,11,10000.00,,98626.27,-108626.27,943192.81,-2125909.46,-1182716.65,NO,BOTH_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
465BRZ3007,,DERIVED,PR00043289,465BRZ3007.23,PROJETOS DE BASE ANO 2023,3,0.00,,12515.70,-12515.70,943192.81,-2125909.46,-1182716.65,NO,BOTH_EXHAUSTED,NO,PASS
465BRZ3007,,DERIVED,PR00050426,465BRZ3007.8,CRIANÇA ESPERANÇA PROJETOS – SOS,3,0.00,,7500.00,-7500.00,943192.81,-2125909.46,-1182716.65,NO,BOTH_EXHAUSTED,NO,PASS
465BRZ0002,,DERIVED,PR00008828,465BRZ0002,Criança Esperança Programme,48,242041.78,2949457.20,1172433.46,1534981.96,-394672.68,-777760.78,-1172433.46,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
728HAI2000,107,HARD,PR00042229,728HAI2000.2.5.2,2.5.3 Logistics for the RM protocols in,61,24951.38,51128.79,9596.31,16581.10,-826.19,-1169923.16,-1170749.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
728HAI2000,107,HARD,PR00042243,728HAI2000.3.4.3,3.4.3 Report on the solution adopted: st,54,23827.90,122907.97,96539.36,2540.71,-826.19,-1169923.16,-1170749.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
728HAI2000,107,HARD,PR00042228,728HAI2000.2.5.1,2.5.2 Establish an emergency schools pro,6,21024.53,54983.23,8931.00,25027.70,-826.19,-1169923.16,-1170749.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
728HAI2000,107,HARD,PR00042239,728HAI2000.3.3.2,3.3.2 Logistic for the DRR/CCA communiti,16,11795.50,163355.58,8628.52,142931.56,-826.19,-1169923.16,-1170749.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
728HAI2000,107,HARD,PR00042236,728HAI2000.3.2.2,3.2.2 Logistic for the DRR/CCA practices,6,9063.54,13952.10,2923.63,1964.93,-826.19,-1169923.16,-1170749.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
