fund,fund_type,link_type,wbs_objnr,wbs_posid,wbs_post1,n_commit_lines,ps_commit_open_2026,ps_budget_2026,ps_actual_2026,ps_pool_remaining,fm_revenue_2026,fm_consumed_2026,fm_pool_remaining,isbd_flag,state,commit_exceeds_fm,pre_flight_verdict
196EAR4042,104,HARD,PR00048366,196EAR4042.11.2.10,Virunga National Park (RDC),3,250400.00,250400.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
196EAR4042,104,HARD,PR00048370,196EAR4042.11.2.4,Salonga NP (RDC),2,142792.00,142792.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
196EAR4042,104,HARD,PR00048405,196EAR4042.23.2.1,Norway Lake Malawi,1,59813.00,59813.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
196EAR4042,104,HARD,PR00048410,196EAR4042.23.2.5,Norway Complex WAP,1,41968.00,41968.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
196EAR4042,104,HARD,PR00048413,196EAR4042.23.2.7,Norway Dja Wildlife Reserve,1,30250.00,41641.89,,11391.89,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
196EAR4042,104,HARD,PR00050949,196EAR4042.23.2.10.1,Decentralization Yaounde,24,15894.34,77753.26,12960.60,48898.32,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
196EAR4042,104,HARD,PR00055808,196EAR4042.23.2.12,Norway Lakes of Ounianga,32,11660.05,19736.33,7937.34,138.94,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
196EAR4042,104,HARD,PR00048457,196EAR4042.6.2,Africa,1,5309.00,5309.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
196EAR4042,104,HARD,PR00048383,196EAR4042.11.4,Europe NA,15,4960.00,4960.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
196EAR4042,104,HARD,PR00048414,196EAR4042.23.2.7.1,Decentr. Yaounde,12,3920.82,7889.85,3969.03,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
196EAR4042,104,HARD,PR00048415,196EAR4042.23.2.7.2,"Decentr. Yaounde ($100,000)",2,3502.04,3502.04,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
196EAR4042,104,HARD,PR00054531,196EAR4042.16.2.1.1,Decentralization Abidjan,19,296.62,7580.58,6394.76,889.20,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
196EAR4042,104,HARD,PR00048399,196EAR4042.20,2.2.6 SIDS,2,284.00,16434.00,8932.16,7217.84,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
196EAR4042,104,HARD,PR00048353,196EAR4042.1,1.1. Organisation of meetings,80,0.00,0.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048365,196EAR4042.11.2.1.1,Decentr. Yaounde,3,0.00,7269.99,7269.99,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048376,196EAR4042.11.2.7,Lake Turkana NP (Kenya),3,0.00,0.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048378,196EAR4042.11.2.8,Niokolo Koba NP (Senegal),84,0.00,19394.27,,19394.27,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048379,196EAR4042.11.2.8.1,Decentr. Dakar,1,0.00,19394.27,19394.27,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048391,196EAR4042.16.1,Global,36,0.00,900.00,900.00,-0.00,-12659716.27,-207793.14,-12867509.41,YES,BOTH_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048406,196EAR4042.23.2.2,Norway Djoudj,84,0.00,0.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048407,196EAR4042.23.2.2.1,Decentr. Dakar (5000 fr 2021),1,0.00,0.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048408,196EAR4042.23.2.3,Norway-Coordination,96,0.00,0.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048418,196EAR4042.23.2.9,Norway Massif de l'Ennedi,84,0.00,0.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048423,196EAR4042.25,2.3.1. Education & World Heritage,36,0.00,0.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048433,196EAR4042.27,2.4.1. Promotion of Partnerships,48,0.00,0.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048436,196EAR4042.28.2,WH Map,49,0.00,0.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048437,196EAR4042.28.3,Norway communication,1,0.00,0.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048439,196EAR4042.28.4,50th anniversary of the WH Convention,36,0.00,0.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048445,196EAR4042.30.1,Global,15,0.00,0.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048450,196EAR4042.30.2.3,Norway COMPACT programme in Okavango,1,0.00,110167.20,110167.20,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048452,196EAR4042.31.1,RRF (Norway),88,0.00,0.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048454,196EAR4042.5,2.1.2. Retrospective inventory,6,0.00,-0.00,,-0.00,-12659716.27,-207793.14,-12867509.41,YES,BOTH_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00048456,196EAR4042.6.1,Global,22,0.00,0.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00053392,196EAR4042.26.2.2,Impact Assessment,40,0.00,0.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00054507,196EAR4042.23.2.11,Norway Sangha Trinational,1,0.00,4936.00,4936.00,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00055387,196EAR4042.7.2.1,Decentralization Juba,1,0.00,11982.40,11982.40,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
196EAR4042,104,HARD,PR00055786,196EAR4042.20.1,Kingston Priorities for SIDS,1,0.00,0.00,,0.00,-12659716.27,-207793.14,-12867509.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
410GLO1042,104,HARD,PR00048517,410GLO1042.2.2.1,Staff costs,225,238923.96,376417.41,136483.23,1010.22,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048515,410GLO1042.2.1.4,BGK,43,98898.02,149336.14,38932.13,11505.99,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048513,410GLO1042.2.1.2,CSE global activities,38,60564.83,205976.74,111933.94,33477.97,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048512,410GLO1042.2.1.1,Staff costs,287,26357.13,56398.38,17438.18,12603.07,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048530,410GLO1042.2.2.6,Burkina Faso,6,23603.27,30639.36,4327.74,2708.35,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048528,410GLO1042.2.2.4,O3 Plus,29,22874.68,92962.26,62286.61,7800.97,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048507,410GLO1042.1.1.4,Mental health and well-being,34,19394.72,33577.32,13352.40,830.20,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048527,410GLO1042.2.2.3,WCA Regional,11,15459.88,66146.85,44177.67,6509.30,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048524,410GLO1042.2.2.16,Côte d’Ivoire,3,15380.26,32668.37,15719.40,1568.71,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048523,410GLO1042.2.2.15,Cameroon,37,11745.33,19936.16,5989.73,2201.10,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048520,410GLO1042.2.2.12,Senegal,3,6716.35,25568.09,18462.16,389.58,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048537,410GLO1042.3.1.2,SVB,3,6528.80,6875.89,-1582.97,1930.06,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048531,410GLO1042.2.2.7,Congo Brazzaville,29,6285.34,12450.06,4374.82,1789.90,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048514,410GLO1042.2.1.3,IITE,7,5602.00,17039.00,11436.41,0.59,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048532,410GLO1042.2.2.8,Gabon,6,4554.09,8238.90,3117.80,567.01,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048536,410GLO1042.3.1.1,Staff costs,173,2827.62,4747.17,921.05,998.50,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048529,410GLO1042.2.2.5,IICBA,8,2721.30,2993.43,-1047.14,1319.27,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048518,410GLO1042.2.2.10,Niger,1,728.12,800.93,42.83,29.98,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048521,410GLO1042.2.2.13,South Sudan,3,332.92,7044.40,6408.58,302.90,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048526,410GLO1042.2.2.2,ESA Regional,1,50.00,742.50,625.00,67.50,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
410GLO1042,104,HARD,PR00048504,410GLO1042.1.1.1,Staff costs,254,0.00,0.00,,0.00,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PASS
410GLO1042,104,HARD,PR00048506,410GLO1042.1.1.3,School health and nutrition,5,0.00,3013.38,3013.38,0.00,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PASS
410GLO1042,104,HARD,PR00048533,410GLO1042.2.2.9,Mali,3,0.00,2104.60,2083.28,21.32,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PASS
410GLO1042,104,HARD,PR00048538,410GLO1042.3.1.3,SRGBV,2,0.00,563.28,532.88,30.40,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PASS
410GLO1042,104,HARD,PR00048539,410GLO1042.3.1.4,Beirut Office,1,0.00,621.21,621.21,0.00,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PASS
410GLO1042,104,HARD,PR00048540,410GLO1042.3.1.5,Kathmandu Office,2,0.00,0.00,,0.00,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PASS
410GLO1042,104,HARD,PR00053998,410GLO1042.2.1.5,LAC,16,0.00,8355.48,8108.71,246.77,-9188593.77,-541720.58,-9730314.35,YES,FM_ONLY_EXHAUSTED,NO,PASS
727IVC1004,107,HARD,PR00054814,727IVC1004.1.1.1,UGP-PATEB/Comp 1.1,3,4281667.00,12345437.57,8063770.00,0.57,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00054841,727IVC1004.3.2.4,UGP-PATEB/Comp 3.2,1,1420086.00,1420086.61,,0.61,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00054844,727IVC1004.3.3.3,UGP-PATEB/Comp 3.3,1,1046140.00,1046140.48,,0.48,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00054832,727IVC1004.2.2.5,UGP-PATEB/Comp 2.2,3,758294.00,758294.01,-328.72,328.73,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00054836,727IVC1004.2.3.4,UGP-PATEB/Comp 2.3,1,506764.00,506764.77,,0.77,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00051892,727IVC1004.5,COÛTS D'APPUI,203,262387.53,456387.64,160623.51,33376.60,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00054831,727IVC1004.2.2.4,IPA AVSI et STC,5,208913.00,473006.38,263903.89,189.49,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00054837,727IVC1004.3.1.1,UGP-PATEB/Comp 3.1,1,152451.00,152451.31,,0.31,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00054819,727IVC1004.1.2.4,UGP-PATEB/Comp 1.2,1,49782.00,49782.82,,0.82,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00054838,727IVC1004.3.2.1,IIEP - Expertise et missions 3,21,44125.00,127602.46,14400.20,69077.26,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00054842,727IVC1004.3.3.1,IIEP - Expertise et missions,3,37076.00,89204.36,,52128.36,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00051891,727IVC1004.4,GESTION ET SUIVI,57,25859.68,466271.95,378579.68,61832.59,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00054835,727IVC1004.2.3.3,IICBA - Staff - Abidjan,55,23564.18,62014.49,9413.23,29037.08,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00054833,727IVC1004.2.3.1,IICBA - Expertise et missions,11,19000.00,199336.41,13637.00,166699.41,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00054828,727IVC1004.2.2.1,BIE - Expertise et missions,19,18880.20,180833.26,46223.81,115729.25,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00054840,727IVC1004.3.2.3,IIEP - Staff - Abidjan 3,11,18188.35,35100.00,2064.35,14847.30,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00054820,727IVC1004.2.1.1,IICBA - Expertise et missions 2,26,14810.04,76892.50,49372.54,12709.92,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00054830,727IVC1004.2.2.3,BIE - Staff - Abidjan,12,3774.18,30000.39,2064.34,24161.87,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00054843,727IVC1004.3.3.2,IIEP - Staff - Abidjan,1,296.62,16361.18,322.35,15742.21,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00054829,727IVC1004.2.2.2,BIE - Ateliers - Abidjan,7,182.04,54354.36,13307.32,40865.00,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
727IVC1004,107,HARD,PR00051888,727IVC1004.3.2,Sous-composante 3.2,13,0.00,1606246.67,23028.14,1583218.53,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
727IVC1004,107,HARD,PR00054815,727IVC1004.1.1.2,HQ - Expertise et missions,7,0.00,23064.97,13653.07,9411.90,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
727IVC1004,107,HARD,PR00054817,727IVC1004.1.2.2,IIEP - Staff - Abidjan 1,1,0.00,666.75,,666.75,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
727IVC1004,107,HARD,PR00054818,727IVC1004.1.2.3,UN2UN UNICEF,1,0.00,899377.00,641293.00,258084.00,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
727IVC1004,107,HARD,PR00054827,727IVC1004.2.1.8,BIE - Staff - Abidjan 2,1,0.00,454.92,95.70,359.22,-12328.14,-9683095.27,-9695423.41,YES,FM_ONLY_EXHAUSTED,NO,PASS
459GLO1003,104,HARD,PR00048149,459GLO1003.2.5,2.5 Research and Commissions,32,139952.26,200086.80,55272.63,4861.91,-7805747.38,-89174.20,-7894921.58,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
459GLO1003,104,HARD,PR00048152,459GLO1003.2.8,2.8 Communication & Advocacy,14,37966.45,62939.50,15480.71,9492.34,-7805747.38,-89174.20,-7894921.58,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
459GLO1003,104,HARD,PR00048144,459GLO1003.2.10,2.10 Staff,3,0.00,0.00,0.00,0.00,-7805747.38,-89174.20,-7894921.58,YES,FM_ONLY_EXHAUSTED,NO,PASS
459GLO1003,104,HARD,PR00048150,459GLO1003.2.6,2.6 Report Production (English),1,0.00,709.60,709.60,0.00,-7805747.38,-89174.20,-7894921.58,YES,FM_ONLY_EXHAUSTED,NO,PASS
459GLO1003,104,HARD,PR00048151,459GLO1003.2.7,2.7 Report Production,1,0.00,11698.28,10538.64,1159.64,-7805747.38,-89174.20,-7894921.58,YES,FM_ONLY_EXHAUSTED,NO,PASS
459GLO1003,104,HARD,PR00048153,459GLO1003.2.9,2.9 Outreach and distribution,1,0.00,3481.90,2797.20,684.70,-7805747.38,-89174.20,-7894921.58,YES,FM_ONLY_EXHAUSTED,NO,PASS
459GLO1003,104,HARD,PR00048291,459GLO1003.2.8.1,2.8.1 National launches,2,0.00,373.33,,373.33,-7805747.38,-89174.20,-7894921.58,YES,FM_ONLY_EXHAUSTED,NO,PASS
459GLO1003,104,HARD,PR00052130,459GLO1003.3.10,Staff FY 2026,207,0.00,0.00,,0.00,-7805747.38,-89174.20,-7894921.58,NO,FM_ONLY_EXHAUSTED,NO,PASS
914BRZ1157,,DERIVED,PR00052250,914BRZ1157.1,WBS 1: Objetivo 1,484,4323548.61,9822811.21,5335229.94,164032.66,240559.84,-6275378.48,-6034818.64,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
914BRZ1157,,DERIVED,PR00052251,914BRZ1157.2,WBS 2: Objetivo 2,185,856782.86,1882761.81,710321.09,315657.86,240559.84,-6275378.48,-6034818.64,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
424GLO4142,104,HARD,PR00053387,424GLO4142.2.4.6.2,2.4.6.2 Ukraine - LHE/ED Phase II,3,74625.00,74625.00,,0.00,-3358485.95,-163013.41,-3521499.36,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
424GLO4142,104,HARD,PR00048952,424GLO4142.2.2.4.2,2.2.4.2 Venezuela - Coro,2,50000.00,50000.00,,0.00,-3358485.95,-163013.41,-3521499.36,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
424GLO4142,104,HARD,PR00055435,424GLO4142.2.2.2.5,2.2.2.5 Lebanon CCIs Baalbeck Tyre,14,27888.00,65788.00,37900.00,0.00,-3358485.95,-163013.41,-3521499.36,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
424GLO4142,104,HARD,PR00053798,424GLO4142.2.4.6.3,2.4.6.3 Ukraine – ArtLab II,6,16987.14,18517.14,1530.00,0.00,-3358485.95,-163013.41,-3521499.36,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
424GLO4142,104,HARD,PR00055436,424GLO4142.2.3.3.2,2.3.3.2 Nepal GLOF,13,14226.88,24405.61,11478.87,-1300.14,-3358485.95,-163013.41,-3521499.36,YES,BOTH_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
424GLO4142,104,HARD,PR00056068,424GLO4142.1.1.2.3,Senegal Saloum Delta,2,5088.91,10177.82,5068.70,20.21,-3358485.95,-163013.41,-3521499.36,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
424GLO4142,104,HARD,PR00055180,424GLO4142.2.2.2.4,2.2.2.4 Syria Damascus Museum,4,2250.00,4500.00,2250.00,0.00,-3358485.95,-163013.41,-3521499.36,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
424GLO4142,104,HARD,PR00056363,424GLO4142.1.1.2.4,Burundi,4,318.37,8552.36,8188.09,45.90,-3358485.95,-163013.41,-3521499.36,YES,FM_ONLY_EXHAUSTED,NO,PRE_FLIGHT_BLOCK_HARD
424GLO4142,104,HARD,PR00048989,424GLO4142.4.1.2,4.1.2 Overall management,63,0.00,0.00,,0.00,-3358485.95,-163013.41,-3521499.36,YES,FM_ONLY_EXHAUSTED,NO,PASS
424GLO4142,104,HARD,PR00048991,424GLO4142.4.3,4.3. Reporting,2,0.00,6.00,,6.00,-3358485.95,-163013.41,-3521499.36,YES,FM_ONLY_EXHAUSTED,NO,PASS
424GLO4142,104,HARD,PR00051701,424GLO4142.1.1.3.2,1.1.3.2 West Bank – Inventories and trai,5,0.00,17800.00,17800.00,0.00,-3358485.95,-163013.41,-3521499.36,YES,FM_ONLY_EXHAUSTED,NO,PASS
424GLO4142,104,HARD,PR00052168,424GLO4142.2.3.3.1,2.3.3.1 Bangladesh - Civil unrest,1,0.00,1547.83,728.95,818.88,-3358485.95,-163013.41,-3521499.36,YES,FM_ONLY_EXHAUSTED,NO,PASS
424GLO4142,104,HARD,PR00053795,424GLO4142.1.1.2.1,1.1.2.1 Sao Tome and Principe,2,0.00,3.61,,3.61,-3358485.95,-163013.41,-3521499.36,YES,FM_ONLY_EXHAUSTED,NO,PASS
424GLO4142,104,HARD,PR00053796,424GLO4142.1.1.2.2,1.1.2.2 Equatorial Guinea,1,0.00,8.09,,8.09,-3358485.95,-163013.41,-3521499.36,YES,FM_ONLY_EXHAUSTED,NO,PASS
424GLO4142,104,HARD,PR00053797,424GLO4142.2.1.5.2,2.1.5.2 Cuba – Needs assessment,9,0.00,3032.46,3032.46,0.00,-3358485.95,-163013.41,-3521499.36,YES,FM_ONLY_EXHAUSTED,NO,PASS
424GLO4142,104,HARD,PR00056320,424GLO4142.2.1.2.1,Cabo Verde PDNA,2,0.00,1395.00,,1395.00,-3358485.95,-163013.41,-3521499.36,YES,FM_ONLY_EXHAUSTED,NO,PASS
424GLO4142,104,HARD,PR00056731,424GLO4142.1.3.2.1,1.3.2.1 Nigeria Museums,1,0.00,6932.16,6851.84,80.32,-3358485.95,-163013.41,-3521499.36,YES,FM_ONLY_EXHAUSTED,NO,PASS
