fund,fund_type,fund_desc,wbs_objnr,wbs_posid,wbs_post1,link_tier,ps_pool_2026,fm_pool_2026_min,fm_blocking_bucket,state,deficit_severity_rank,postings_count_2024_26,wbs_fund_count
000CRP9000,,,PR00028292,000CRP9000,UIS Cost Recovery Technical Fund,DERIVED,78858.0,0.0,,FM-EXHAUSTED,1931,29,1
000PSC9000,,,PR00027460,000PSC9000,UIS PSC Technical Fund,DERIVED,9141.48,0.0,,FM-EXHAUSTED,1932,28,1
102ARG1101,,,PR00006590,102ARG1101,BA General Operating Expenses,DERIVED,85975.63,0.0,,FM-EXHAUSTED,1933,511,1
110RAF0303,,,PR00047112,110RAF0303,Study on Quality Assurance in Eastern Af,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,1934,14,1
123BKF0401,,,PR00029768,123BKF0401,HRM support for MENA Burkina Faso,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,1935,1,1
123BKF0401,,,PR00029776,123BKF0401.2.3,Intervention 2.3,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,1936,4,1
123BKF0402,,,PR00029793,123BKF0402,EMIS support for MENA Burkina Faso,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,1937,2,1
123BKF0402,,,PR00029804,123BKF0402.2.3,Intervention 2.3,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,1938,1,1
123BKF0402,,,PR00029805,123BKF0402.2.4,Intervention 2.4,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,1939,1,1
123BKF0402,,,PR00029806,123BKF0402.3,Coordination et suivi-évaluation,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,1940,4,1
123GLO0402,,,PR00053371,123GLO0402,Efficacité de l'aide dans le secteur de,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,1941,35,1
123GLO0403,,,PR00058329,123GLO0403,Phase 2_20 years of Paris Declaration on,DERIVED,27799.62,0.0,,FM-EXHAUSTED,1942,3,1
123RAF0401,,,PR00030554,123RAF0401,Regional Dakar Workshop Jan2019,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,1943,2,1
140COL1102,,,PR00059435,140COL1102,Technical Policy Assessment for Colombia,DERIVED,100418.31,0.0,,FM-EXHAUSTED,1944,16,1
150GLO0301,,,PR00051186,150GLO0301,Digital tools for Ed. planning and manag,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,1945,12,1
150GLO0302,,,PR00058075,150GLO0302,Digital tools for Ed. planning and manag,DERIVED,54990.0,0.0,,FM-EXHAUSTED,1946,3,1
156GLO0401,,,PR00051914,156GLO0401,Enabling government use of evidence and,DERIVED,347010.02,0.0,,FM-EXHAUSTED,1947,2,1
156GLO0401,,,PR00054534,156GLO0401.1.0,Inception mission,DERIVED,1310.2,0.0,,FM-EXHAUSTED,1948,32,1
156GLO0401,,,PR00054539,156GLO0401.1.2.1,Stage 2: IIEP Share,DERIVED,8710.3,0.0,,FM-EXHAUSTED,1949,10,1
156GLO0401,,,PR00054551,156GLO0401.1.7,Administrative cost Component 1,DERIVED,4523.49,0.0,,FM-EXHAUSTED,1950,7,1
156GLO0401,,,PR00054554,156GLO0401.2.1.1,"Programme design, research tools and pos",DERIVED,3950.72,0.0,,FM-EXHAUSTED,1951,13,1
156GLO0401,,,PR00054557,156GLO0401.2.2.1.1,Activity 1.1: Technical development,DERIVED,94.15,0.0,,FM-EXHAUSTED,1952,5,1
156GLO0401,,,PR00054558,156GLO0401.2.2.1.2,Activity 1.2: Missions and workshops,DERIVED,6751.43,0.0,,FM-EXHAUSTED,1953,13,1
156GLO0401,,,PR00054560,156GLO0401.2.2.2.1,Activity 1.1: Technical development,DERIVED,23922.0,0.0,,FM-EXHAUSTED,1954,6,1
156GLO0401,,,PR00054563,156GLO0401.2.3.1,Project management and coordination,DERIVED,1095.16,0.0,,FM-EXHAUSTED,1955,16,1
156GLO0401,,,PR00054564,156GLO0401.2.3.2,Communication and publications,DERIVED,13557.83,0.0,,FM-EXHAUSTED,1956,10,1
156GLO0401,,,PR00054566,156GLO0401.2.5,Administrative cost Component 2,DERIVED,20981.17,0.0,,FM-EXHAUSTED,1957,9,1
170GLO4041,106,,PR00041589,170GLO4041,Fund of the 1970 Convention on the Means,HARD,0.0,0.0,,BOTH-EXHAUSTED,1958,1,1
170GLO4042,104,,PR00049212,170GLO4042,Fund of the 1970 Convention on the Means,HARD,-356327.63,-357272.63,MHM/REVENUE,BOTH-EXHAUSTED,347,16,1
170GLO4042,104,,PR00049300,170GLO4042.1.1,Capacity building activities,HARD,850.0,-850.0,MHM/20,FM-EXHAUSTED,1441,90,1
170GLO4042,104,,PR00049301,170GLO4042.1.2,Cost recovery AO,HARD,0.0,-357272.63,MHM/REVENUE,BOTH-EXHAUSTED,348,1,1
170GLO4042,104,,PR00049302,170GLO4042.1.3,Cost recovery Programme,HARD,0.0,-357272.63,MHM/REVENUE,BOTH-EXHAUSTED,349,1,1
170GLO4042,104,,PR00049304,170GLO4042.2.1,Public Outreach and Communication,HARD,0.0,945.0,MHM/11,PS-EXHAUSTED,1959,88,1
170GLO4042,104,,PR00049305,170GLO4042.2.2,Cost recovery Programme,HARD,0.0,-357272.63,MHM/REVENUE,BOTH-EXHAUSTED,350,1,1
170GLO4042,104,,PR00049308,170GLO4042.5,Other use of the funds (up to 10%),HARD,0.0,-357272.63,MHM/REVENUE,BOTH-EXHAUSTED,351,6,1
170GLO4043,104,,PR00058723,170GLO4043,Top WBS: Fund of the 1970 Convention,HARD,689971.79,363188.98,ITR/REVENUE,ALIGNED,11515,2,1
170GLO4043,104,,PR00058729,170GLO4043.2.1,Public Outreach and Communica,HARD,87647.98,0.0,ITR/50,FM-EXHAUSTED,1960,3,1
175GLO4041,104,,PR00041216,175GLO4041,Special Account Underwater Cultural Heri,HARD,0.0,0.0,,BOTH-EXHAUSTED,1961,1,1
175GLO4042,104,,PR00049448,175GLO4042,Top WBS: Special Account Underwater Cult,HARD,940.36,0.0,,FM-EXHAUSTED,1962,16,1
175GLO4042,104,,PR00049449,175GLO4042.1,Capacity building (up to 40%),HARD,100.0,0.0,,FM-EXHAUSTED,1963,10,1
175GLO4042,104,,PR00049450,175GLO4042.2,Assistance from the STAB (up to 30%),HARD,0.0,0.0,,BOTH-EXHAUSTED,1964,25,1
175GLO4042,104,,PR00049451,175GLO4042.3,Outreach and awareness-raising (20%),HARD,0.0,0.0,,BOTH-EXHAUSTED,1965,16,1
175GLO4043,104,,PR00058239,175GLO4043,Top WBS: Special Account Underwater Cult,HARD,100000.0,0.0,UCH/REVENUE,FM-EXHAUSTED,1966,4,1
175GLO4043,104,,PR00058242,175GLO4043.3,Outreach and awareness-raising,HARD,12227.85,996.08,UCH/10',ALIGNED,9381,4,1
175REV9000,104,,PR00036942,175REV9000,REVENUE ACCOUNT - 2001 Convention,HARD,28822.0,28822.0,BSP/REVENUE,ALIGNED,11201,21,1
175REV9999,104,,PR00050460,175REV9999,REVENUE ACCOUNT - 2001 Convention,HARD,0.0,0.0,,BOTH-EXHAUSTED,1967,1,1
178GUY0401,,,PR00055342,178GUY0401,Strengthening Instructional Leadership a,DERIVED,841658.5,0.0,,FM-EXHAUSTED,1968,6,1
178GUY0401,,,PR00055390,178GUY0401.1.1,1.1 Overall coordination & quality contr,DERIVED,13972.59,0.0,,FM-EXHAUSTED,1969,64,1
178GUY0401,,,PR00055391,178GUY0401.1.2,1.2 Leadership academy design,DERIVED,3825.58,0.0,,FM-EXHAUSTED,1970,26,1
178GUY0401,,,PR00055393,178GUY0401.1.4,1.4 Community of practice,DERIVED,212.75,0.0,,FM-EXHAUSTED,1971,9,1
178GUY0401,,,PR00055394,178GUY0401.1.5,1.5 Common core,DERIVED,28869.19,0.0,,FM-EXHAUSTED,1972,183,1
178GUY0401,,,PR00055396,178GUY0401.1.6.1,1.6.1 LA - District track,DERIVED,8650.36,0.0,,FM-EXHAUSTED,1973,69,1
178GUY0401,,,PR00055397,178GUY0401.1.6.2,1.6.2 CRL - District planning guidelines,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,1974,1,1
178GUY0401,,,PR00055399,178GUY0401.1.7.1,1.7.1 LA - Schools track,DERIVED,739.34,0.0,,FM-EXHAUSTED,1975,70,1
178GUY0401,,,PR00055400,178GUY0401.1.7.2,1.7.2 CRL - Schools planning guidelines,DERIVED,136.87,0.0,,FM-EXHAUSTED,1976,28,1
178GUY0401,,,PR00055401,178GUY0401.1.7.3,1.7.3 Comm. and coord. mechanisms - Scho,DERIVED,533.11,0.0,,FM-EXHAUSTED,1977,3,1
178GUY0401,,,PR00055403,178GUY0401.2.1,2.1 Overall coordination & quality contr,DERIVED,465.28,0.0,,FM-EXHAUSTED,1978,2,1
178GUY0401,,,PR00055406,178GUY0401.2.3.1,Leadership Development Framework,DERIVED,3361.43,0.0,,FM-EXHAUSTED,1979,31,1
178GUY0401,,,PR00055407,178GUY0401.2.3.2,Leadership System Overview,DERIVED,514.93,0.0,,FM-EXHAUSTED,1980,31,1
178GUY0401,,,PR00055408,178GUY0401.2.3.3,Review of manuals on district & school l,DERIVED,915.48,0.0,,FM-EXHAUSTED,1981,8,1
178GUY0401,,,PR00055409,178GUY0401.2.3.4,Development of proposal for GTC,DERIVED,199.99,0.0,,FM-EXHAUSTED,1982,6,1
178GUY0401,,,PR00055410,178GUY0401.2.4,2.4 Comm and coord mechanisms - System l,DERIVED,21.47,0.0,,FM-EXHAUSTED,1983,9,1
178GUY0401,,,PR00055412,178GUY0401.3.1,3.1 M&E & coordination with partners,DERIVED,11383.22,0.0,,FM-EXHAUSTED,1984,20,1
178GUY0401,,,PR00055413,178GUY0401.3.2,3.2 Communications and advocacy,DERIVED,44.44,0.0,,FM-EXHAUSTED,1985,3,1
178GUY0401,,,PR00055414,178GUY0401.4,Project Support Costs (PSC),DERIVED,6613.69,0.0,,FM-EXHAUSTED,1986,9,1
181GLO3040,106,,PR00033342,181GLO3040,Fund for the Elimination of Doping in Sp,HARD,0.0,0.0,,BOTH-EXHAUSTED,1987,1,1
181GLO3040,106,,PR00033352,181GLO3040.1.1.5,Europe and Northern America,HARD,0.0,0.0,,BOTH-EXHAUSTED,1988,2,1
181GLO3040,106,,PR00033368,181GLO3040.1.1.6,Central and Eastern Europe,HARD,0.0,0.0,,BOTH-EXHAUSTED,1989,2,1
181GLO3040,106,,PR00033379,181GLO3040.1.3.7,Latin America,HARD,0.0,0.0,,BOTH-EXHAUSTED,1990,1,1
181GLO3041,106,,PR00039894,181GLO3041.3,Ad-hoc Assignments authorized by the COP,HARD,945.51,584.72,YSS/80,ALIGNED,9063,2,1
181GLO3041,106,,PR00039898,181GLO3041.1.1.1,Africa,HARD,96.0,584.72,YSS/80,ALIGNED,8187,1,1
181GLO3041,106,,PR00039900,181GLO3041.1.1.3,Asia,HARD,0.0,584.72,YSS/80,PS-EXHAUSTED,1991,2,1
181GLO3041,106,,PR00039903,181GLO3041.1.1.6,Central and Eastern Europe,HARD,200.93,584.72,YSS/80,ALIGNED,8488,3,1
181GLO3041,106,,PR00039904,181GLO3041.1.1.7,Latin America,HARD,-0.0,11425.38,YSS/20,PS-EXHAUSTED,1992,1,1
181GLO3041,106,,PR00039905,181GLO3041.1.1.8,Caribbean,HARD,0.0,584.72,YSS/80,PS-EXHAUSTED,1993,1,1
181GLO3041,106,,PR00039906,181GLO3041.1.2,Policy Advise Projects,HARD,0.0,584.72,YSS/80,PS-EXHAUSTED,1994,1,1
181GLO3041,106,,PR00039908,181GLO3041.1.3.1,Africa,HARD,2792.11,584.72,YSS/80,ALIGNED,9064,2,1
181GLO3041,106,,PR00039909,181GLO3041.1.3.2,Arab States,HARD,0.0,11425.38,YSS/20,PS-EXHAUSTED,1995,1,1
181GLO3041,106,,PR00039910,181GLO3041.1.3.3,Asia,HARD,6455.7,584.72,YSS/80,ALIGNED,9065,2,1
181GLO3041,106,,PR00039913,181GLO3041.1.3.6,Central and Eastern Europe,HARD,0.0,584.72,YSS/80,PS-EXHAUSTED,1996,1,1
181GLO3042,106,,PR00047709,181GLO3042.1.1.6,Central and Eastern Europe,HARD,-7650.0,1611.08,ATD/10',PS-EXHAUSTED,925,2,1
181GLO3042,106,,PR00047712,181GLO3042.1.2,Policy Advise Projects,HARD,-9000.0,42000.0,ATD/20,PS-EXHAUSTED,890,1,1
181GLO3042,106,,PR00047714,181GLO3042.1.3.1,Africa,HARD,0.0,42000.0,ATD/20,PS-EXHAUSTED,1997,1,1
181GLO3042,106,,PR00047723,181GLO3042.2.1,Conceptualization,HARD,0.0,1611.08,ATD/10',PS-EXHAUSTED,1998,17,1
181GLO3042,106,,PR00047725,181GLO3042.2.3,Management and Administration,HARD,0.0,1611.08,ATD/10',ALIGNED,1999,452,1
181GLO3042,106,,PR00047726,181GLO3042.3,Ad-hoc Assignments authorized by the COP,HARD,0.0,1611.08,ATD/10',ALIGNED,2000,88,1
181GLO3042,106,,PR00047727,181GLO3042.4,Panel of Independent experts,HARD,0.0,1611.08,ATD/10',PS-EXHAUSTED,2001,8,1
181GLO3042,106,,PR00047729,181GLO3042.5.1,Organization of meetings of the Approval,HARD,0.0,1611.08,ATD/10',PS-EXHAUSTED,2002,49,1
181GLO3042,106,,PR00047732,181GLO3042.5.4,Communication and visibility,HARD,0.0,1611.08,ATD/10',PS-EXHAUSTED,2003,1,1
181GLO3042,106,,PR00047734,181GLO3042.5.5.1,Staff costs,HARD,0.0,1611.08,ATD/10',ALIGNED,2004,233,1
181GLO3042,106,,PR00047735,181GLO3042.5.5.2,staff cost recovery,HARD,0.0,1611.08,ATD/10',PS-EXHAUSTED,2005,8,1
181GLO3042,106,,PR00047736,181GLO3042.5.6,"Miscellanous (missions, equipment  etc.)",HARD,0.0,1611.08,ATD/10',PS-EXHAUSTED,2006,87,1
181GLO3043,104,,PR00057686,181GLO3043.1.2,STAFF COSTS Staff Costs3 (G4 a,HARD,1888.91,18326.02,ATD/10',ALIGNED,9777,12,1
181GLO3043,104,,PR00057691,181GLO3043.2.4,"Staff Costs (P2, G4, temporary",HARD,19534.05,18326.02,ATD/10',ALIGNED,11045,75,1
181GLO3043,104,,PR00057693,181GLO3043.3.1,Roll-out of ad-hoc activities,HARD,3.87,-5151.29,ATD/20,FM-EXHAUSTED,1050,2,1
181GLO3043,104,,PR00057695,181GLO3043.4.1,Follow-up to Resolution 10CP/9,HARD,207.0,-5151.29,ATD/20,FM-EXHAUSTED,1051,2,1
181GLO3043,104,,PR00057701,181GLO3043.7.1,Organization of meetings of th,HARD,3156.26,-5151.29,ATD/20,FM-EXHAUSTED,1052,3,1
181GLO3043,104,,PR00057704,181GLO3043.7.4,"Staff Costs (P3, P2, temporary",HARD,219463.0,18326.02,ATD/10',ALIGNED,11046,72,1
181GLO9000,106,,PR00006637,181GLO9000,ANTI-DOPING CONVENTION GENERAL FUNDS,HARD,168705.91,168705.91,BFM/REVENUE,ALIGNED,11467,99,1
181GLO9999,106,,PR00025725,181GLO9999,Anti-doping Prior Years Expenditure,HARD,0.0,0.0,,BOTH-EXHAUSTED,2007,1,1
182GLO4039,106,,PR00027993,182GLO4039,International Fund for Cultural Diversit,HARD,0.0,0.0,,BOTH-EXHAUSTED,2008,1,1
182GLO4039,106,,PR00030778,182GLO4039.2.4.2,Rwanda Arts Initiative,HARD,0.0,0.0,,BOTH-EXHAUSTED,2009,1,1
182GLO4040,106,,PR00034127,182GLO4040,International Fund for Cultural Diversit,HARD,0.0,0.0,,BOTH-EXHAUSTED,2010,1,1
182GLO4040,106,,PR00034548,182GLO4040.5.4,Capacity Building of the Dance Field in,HARD,0.0,0.0,,BOTH-EXHAUSTED,2011,1,1
182GLO4040,106,,PR00034549,182GLO4040.5.5,Mapping and empowering a network of crea,HARD,0.0,0.0,,BOTH-EXHAUSTED,2012,1,1
182GLO4040,106,,PR00034552,182GLO4040.5.8,Strengthening Intellectual Property and,HARD,0.0,0.0,,BOTH-EXHAUSTED,2013,1,1
182GLO4040,106,,PR00034553,182GLO4040.5.9,Empowerment of young residents in disadv,HARD,0.0,0.0,,BOTH-EXHAUSTED,2014,1,1
182GLO4040,106,,PR00038103,182GLO4040.5.10,Validating Jamaica’s Cultural & Creative,HARD,0.0,0.0,,BOTH-EXHAUSTED,2015,1,1
182GLO4040,106,,PR00038104,182GLO4040.5.11,"The Cultural Nests Project, a cultural a",HARD,0.0,0.0,,BOTH-EXHAUSTED,2016,1,1
182GLO4040,106,,PR00038105,182GLO4040.5.12,Strengthening civil society engagement i,HARD,0.0,0.0,,BOTH-EXHAUSTED,2017,1,1
182GLO4040,106,,PR00038107,182GLO4040.5.14,Strengthening Women and Youth creators p,HARD,0.0,0.0,,BOTH-EXHAUSTED,2018,1,1
182GLO4040,106,,PR00038108,182GLO4040.5.15,Gender Equality Generates Cultural Diver,HARD,0.0,0.0,,BOTH-EXHAUSTED,2019,1,1
182GLO4041,106,,PR00041654,182GLO4041.1.1,Establishing a community-driven alliance,HARD,7919.31,2472.93,DCE/80,ALIGNED,9957,2,1
182GLO4041,106,,PR00041655,182GLO4041.1.2,Artistic training for cultural diversity,HARD,20.0,2472.93,DCE/80,ALIGNED,7676,1,1
182GLO4041,106,,PR00041657,182GLO4041.1.4,WE ARE DIVERSE: Empowering and encouragi,HARD,31.0,2472.93,DCE/80,ALIGNED,7776,1,1
182GLO4041,106,,PR00041658,182GLO4041.1.5,Promoting and monitoring artistic freedo,HARD,4067.36,2472.93,DCE/80,ALIGNED,9958,2,1
182GLO4041,106,,PR00041659,182GLO4041.1.6,Market Access for the Disabled Project,HARD,0.0,2472.93,DCE/80,PS-EXHAUSTED,2020,1,1
182GLO4041,106,,PR00041660,182GLO4041.1.7,Promotion of cultural and creative econo,HARD,0.0,2472.93,DCE/80,PS-EXHAUSTED,2021,1,1
182GLO4041,106,,PR00041661,182GLO4041.1.8,Ramallah City of Music – a strategy for,HARD,0.0,2472.93,DCE/80,PS-EXHAUSTED,2022,1,1
182GLO4041,106,,PR00041662,182GLO4041.1.9,Renforcer l'entrepreneuriat culturel dan,HARD,43693.44,35327.56,DCE/20,ALIGNED,11257,1,1
182GLO4041,106,,PR00041664,182GLO4041.2.1,Evaluation of projects by the IFCD Panel,HARD,83.63,2472.93,DCE/80,ALIGNED,8107,4,1
182GLO4041,106,,PR00041671,182GLO4041.4,Technical assistance for the elaboration,HARD,20264.5,2472.93,DCE/80,ALIGNED,9959,8,1
182GLO4041,106,,PR00041921,182GLO4041.3.3.1,HNWI AWARENESS EVENTS,HARD,0.08,2472.93,DCE/80,ALIGNED,7325,1,1
182GLO4041,106,,PR00045729,182GLO4041.1.10,ORIGEN: Amplifying the voice of indigeno,HARD,16624.0,2472.93,DCE/80,ALIGNED,9960,1,1
182GLO4041,106,,PR00045731,182GLO4041.1.12,Culture for Development Lab,HARD,10632.83,2472.93,DCE/80,ALIGNED,9961,3,1
182GLO4041,106,,PR00045732,182GLO4041.1.13,"Youth Empowerment, Gender Mainstreaming",HARD,0.0,35327.56,DCE/20,PS-EXHAUSTED,2023,1,1
182GLO4041,106,,PR00045733,182GLO4041.1.14,The Cultural Marketplace,HARD,0.0,2472.93,DCE/80,PS-EXHAUSTED,2024,1,1
182GLO4041,106,,PR00045735,182GLO4041.1.16,Impala - Strengthening the Documentary F,HARD,0.0,2472.93,DCE/80,PS-EXHAUSTED,2025,2,1
182GLO4041,106,,PR00045736,182GLO4041.1.17,Creation of Associative Networks and Coo,HARD,0.0,2472.93,DCE/80,PS-EXHAUSTED,2026,2,1
182GLO4041,106,,PR00045737,182GLO4041.1.18,Empowerment and Organization of Freelanc,HARD,0.0,2472.93,DCE/80,PS-EXHAUSTED,2027,1,1
182GLO4041,106,,PR00045738,182GLO4041.1.19,Enablement of National & Provincial Stat,HARD,0.0,35327.56,DCE/20,PS-EXHAUSTED,2028,3,1
182GLO4041,106,,PR00045739,182GLO4041.1.20,Review of the Existing 2004 Cultural Pol,HARD,0.0,2472.93,DCE/80,PS-EXHAUSTED,2029,2,1
182GLO4042,104,,PR00050135,182GLO4042.1.1,Identification of st,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2030,2,1
182GLO4042,104,,PR00050136,182GLO4042.1.10,"Promotion, positioni",HARD,20000.0,6024.0,DCE/11,ALIGNED,10511,1,1
182GLO4042,104,,PR00050137,182GLO4042.1.11,Revitalization and s,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2031,1,1
182GLO4042,104,,PR00050138,182GLO4042.1.12,Mapping and creating,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2032,3,1
182GLO4042,104,,PR00050139,182GLO4042.1.13,Social Equality with,HARD,0.0,89989.9,DCE/20,PS-EXHAUSTED,2033,3,1
182GLO4042,104,,PR00050140,182GLO4042.1.14,TACIR: Contribution,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2034,2,1
182GLO4042,104,,PR00050141,182GLO4042.1.15,Revitalizing the Fil,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2035,3,1
182GLO4042,104,,PR00050142,182GLO4042.1.2,Mapping Barbados Cul,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2036,1,1
182GLO4042,104,,PR00050143,182GLO4042.1.3,A mano alzada: Mappi,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2037,3,1
182GLO4042,104,,PR00050144,182GLO4042.1.4,Enhancing Intellectu,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2038,2,1
182GLO4042,104,,PR00050145,182GLO4042.1.5,Storytelling the Fut,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2039,1,1
182GLO4042,104,,PR00050146,182GLO4042.1.6,Grow Local Grow Equa,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2040,3,1
182GLO4042,104,,PR00050147,182GLO4042.1.7,Mainstreaming Gender,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2041,2,1
182GLO4042,104,,PR00050148,182GLO4042.1.8,Promotion of cultura,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2042,1,1
182GLO4042,104,,PR00050149,182GLO4042.1.9,Culture – My Way,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2043,1,1
182GLO4042,104,,PR00050151,182GLO4042.2.1,Evaluation of projec,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2044,24,1
182GLO4042,104,,PR00050152,182GLO4042.2.2,Operating costs,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2045,2,1
182GLO4042,104,,PR00050153,182GLO4042.2.3,Participation of lea,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2046,12,1
182GLO4042,104,,PR00050154,182GLO4042.2.4,Cost recovery,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2047,23,1
182GLO4042,104,,PR00050155,182GLO4042.3,Communication materi,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2048,22,1
182GLO4042,104,,PR00050157,182GLO4042.5,Monitoring and evalu,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2049,33,1
182GLO4042,104,,PR00050158,182GLO4042.6,Third external evalu,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2050,3,1
182GLO4042,104,,PR00050159,182GLO4042.7,Reflection group on,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2051,75,1
182GLO4042,104,,PR00054472,182GLO4042.1.16,Strengthening stakeh,HARD,-0.0,6024.0,DCE/11,PS-EXHAUSTED,2052,1,1
182GLO4042,104,,PR00054473,182GLO4042.1.17,Bridging the copyrig,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2053,1,1
182GLO4042,104,,PR00054474,182GLO4042.1.18,Cultural innovators:,HARD,29600.7,6024.0,DCE/11,ALIGNED,10512,1,1
182GLO4042,104,,PR00054475,182GLO4042.1.19,MADE by HER: Fosteri,HARD,0.0,89989.9,DCE/20,PS-EXHAUSTED,2054,2,1
182GLO4042,104,,PR00054476,182GLO4042.1.20,"Gender mapping, ment",HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2055,2,1
182GLO4042,104,,PR00054477,182GLO4042.1.21,Advancing gender equ,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2056,1,1
182GLO4042,104,,PR00054478,182GLO4042.1.22,AnimHouse,HARD,0.0,89989.9,DCE/20,ALIGNED,2057,1,1
182GLO4042,104,,PR00054479,182GLO4042.1.23,Strengthening the ar,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2058,1,1
182GLO4042,104,,PR00054480,182GLO4042.1.24,Professionalizing th,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2059,1,1
182GLO4042,104,,PR00054481,182GLO4042.1.25,Training programme i,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2060,1,1
182GLO4042,104,,PR00054482,182GLO4042.1.26,Play it! – Strengthe,HARD,0.0,89989.9,DCE/20,PS-EXHAUSTED,2061,2,1
182GLO4042,104,,PR00054483,182GLO4042.1.27,Enhance freedom and,HARD,0.0,6024.0,DCE/11,PS-EXHAUSTED,2062,1,1
182GLO4043,104,,PR00059661,182GLO4043.2.3,Participation of least develop,HARD,14025.2,1714.8,DCE/30,ALIGNED,9704,4,1
182GLO4043,104,,PR00059663,182GLO4043.3,Communication and mobilization,HARD,12015.28,22.59,DCE/10',ALIGNED,7700,3,1
182GLO4043,104,,PR00059664,182GLO4043.4,Monitoring and evaluation - Fi,HARD,22689.81,22.59,DCE/10',ALIGNED,7701,3,1
182REV9000,104,,PR00007684,182REV9000,GENERAL ACCOUNT - FONDS INTERNATIONAL PO,HARD,301363.81,301363.81,BFM/REVENUE,ALIGNED,11506,185,1
182REV9999,106,,PR00021217,182REV9999,FIDC - PRIOR YEAR EXPENDITURES,HARD,0.0,0.0,,BOTH-EXHAUSTED,2063,2,1
185REN0001,097,,PR00033973,185REN0001.1,Contracting and Studies,DERIVED,-512592.83,34942.06,HQD/20,PS-EXHAUSTED,322,190,1
185REN0001,097,,PR00033974,185REN0001.2,Cost of works,DERIVED,-7412993.27,-120298.39,HQD/GAINS,BOTH-EXHAUSTED,84,1040,1
185REN0001,097,,PR00033975,185REN0001.3,Furniture and removals,DERIVED,-34710.57,-120298.39,HQD/GAINS,BOTH-EXHAUSTED,401,48,1
185REN0001,097,,PR00033976,185REN0001.4,T/A Overtime Surnum,DERIVED,-1097.76,-78.58,HQD/CDSP,BOTH-EXHAUSTED,1352,93,1
185REN0001,097,,PR00033977,185REN0001.5,Miscellaneous Contingencies,DERIVED,-160504.95,1370708.97,HQD/40,PS-EXHAUSTED,390,54,1
189MOR0401,,,PR00055524,189MOR0401,Formation en planification axée sur la l,DERIVED,75288.07,0.0,,FM-EXHAUSTED,2064,3,1
189MOR0401,,,PR00055525,189MOR0401.1,Design de la formation,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,2065,7,1
189MOR0401,,,PR00055526,189MOR0401.2,Préparation du Campus en ligne,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,2066,4,1
189MOR0401,,,PR00055528,189MOR0401.3.1,Module 1 (2 jours en personne à Rabat +,DERIVED,7408.98,0.0,,FM-EXHAUSTED,2067,12,1
189MOR0401,,,PR00055529,189MOR0401.3.2,Logistique pour atelier à Rabat,DERIVED,2655.03,0.0,,FM-EXHAUSTED,2068,46,1
189MOR0401,,,PR00055530,189MOR0401.3.3,"Modules 2, 3 - Formation en ligne et Coa",DERIVED,0.0,0.0,,BOTH-EXHAUSTED,2069,4,1
189MOR0401,,,PR00055531,189MOR0401.3.4,Modules 4 (en personne à Paris),DERIVED,0.01,0.0,,FM-EXHAUSTED,2070,29,1
189MOR0401,,,PR00055532,189MOR0401.3.5,Logistique pour atelier à Paris,DERIVED,1300.65,0.0,,FM-EXHAUSTED,2071,121,1
