fund,fund_type,fund_desc,wbs_objnr,wbs_posid,wbs_post1,link_tier,ps_pool_2026,fm_pool_2026_min,fm_blocking_bucket,state,deficit_severity_rank,postings_count_2024_26,wbs_fund_count
526MOR5000,105,,PR00047227,526MOR5000.2.1,Output N°3: Knowledge and skills to miti,HARD,4973.16,113.43,RAB/10',ALIGNED,8243,18,1
526MYA5001,105,,PR00029210,526MYA5001,Supporting the Post-Disaster Recovery of,HARD,-215507.86,215507.86,BGK/REVENUE,PS-EXHAUSTED,379,18,1
526NEP1000,105,,PR00023646,526NEP1000,Empowering Adolescent Girls and Young Wo,HARD,0.0,0.0,,BOTH-EXHAUSTED,4526,1,1
526PAK1000,105,,PR00028144,526PAK1000,Support to national capacity building to,HARD,0.0,0.0,,BOTH-EXHAUSTED,4527,1,1
526PAK1000,105,,PR00030291,526PAK1000.1.1,Output 1 : Enhanced local community supp,HARD,0.0,0.0,,BOTH-EXHAUSTED,4528,6,1
526PAK1000,105,,PR00030293,526PAK1000.2.2,Output 4 : Improved physical learning en,HARD,0.0,0.0,,BOTH-EXHAUSTED,4529,4,1
526PAK1000,105,,PR00030294,526PAK1000.2.3,Output 5 : Enhanced teacher's capacity f,HARD,0.0,0.0,,BOTH-EXHAUSTED,4530,9,1
526PAK1000,105,,PR00030295,526PAK1000.2.4,Output 2 : Increased girls' enrollment t,HARD,0.0,0.0,,BOTH-EXHAUSTED,4531,82,1
526PER4000,105,,PR00056718,526PER4000,Top WBS: Local Circular Economy and Sust,HARD,551930.62,2027.25,LIM/10',ALIGNED,9838,3,1
526PER4000,105,,PR00056721,526PER4000.1.1.1,Activity 2.1.1: Development of,HARD,190180.69,2027.25,LIM/10',ALIGNED,9839,233,1
526PER4000,105,,PR00056722,526PER4000.1.1.2,Activity 2.1.2: Procurement an,HARD,18855.52,2958.98,LIM/50,ALIGNED,10080,2,1
526PER4000,105,,PR00056730,526PER4000.1.3.1,Activity 2.3.1: Carry out Proj,HARD,2679.0,2027.25,LIM/10',ALIGNED,9840,1,1
526PHI1000,105,,PR00026059,526PHI1000,Better Life for Out-of-School Girls to F,HARD,-354323.82,354323.82,JAK/REVENUE,PS-EXHAUSTED,352,4,1
526PHI1000,105,,PR00026334,526PHI1000.1,1. Establishing Girls Education Center,HARD,0.0,354323.82,JAK/REVENUE,PS-EXHAUSTED,4532,425,1
526PHI1000,105,,PR00026335,526PHI1000.2,2. Developing ALS Curriculum in Parallel,HARD,0.0,354323.82,JAK/REVENUE,PS-EXHAUSTED,4533,56,1
526PHI1000,105,,PR00026336,526PHI1000.3,3. Capacity Building for ALS Teachers,HARD,0.0,354323.82,JAK/REVENUE,PS-EXHAUSTED,4534,128,1
526PHI1000,105,,PR00026337,526PHI1000.4,4. Capacity Building for Out-of School G,HARD,0.0,354323.82,JAK/REVENUE,PS-EXHAUSTED,4535,739,1
526RAF1005,105,,PR00032602,526RAF1005,ICT Transforming Education in Africa - P,HARD,0.0,0.0,,BOTH-EXHAUSTED,4536,1,1
526RAF1005,105,,PR00033091,526RAF1005.2,"Coordination, evaluation",HARD,0.0,0.0,,BOTH-EXHAUSTED,4537,79,1
526RAF1005,105,,PR00033093,526RAF1005.3.1,Outcome1 (Pedagogical transformation),HARD,0.0,0.0,,BOTH-EXHAUSTED,4538,6,1
526RAF1005,105,,PR00033094,526RAF1005.3.2,Outcome 2 (teachers),HARD,0.0,0.0,,BOTH-EXHAUSTED,4539,3,1
526RAF1005,105,,PR00033095,526RAF1005.3.3,Outcome 3 (ICT policy),HARD,0.0,0.0,,BOTH-EXHAUSTED,4540,2,1
526RAF1005,105,,PR00033099,526RAF1005.4.1,Outcome 1 (pedagogical transformation),HARD,0.0,0.0,,BOTH-EXHAUSTED,4541,4,1
526RAF1005,105,,PR00033100,526RAF1005.4.2,Outcome 2 (teachers),HARD,0.0,0.0,,BOTH-EXHAUSTED,4542,23,1
526RAF1005,105,,PR00033101,526RAF1005.4.3,Outcome 3 (ICT policy),HARD,0.0,0.0,,BOTH-EXHAUSTED,4543,3,1
526RAF1005,105,,PR00033105,526RAF1005.5.1,Outcome 1 (pedagogical transformation),HARD,0.0,0.0,,BOTH-EXHAUSTED,4544,21,1
526RAF1005,105,,PR00033106,526RAF1005.5.2,Outcome 2 (teachers),HARD,0.0,0.0,,BOTH-EXHAUSTED,4545,4,1
526RAF1005,105,,PR00033107,526RAF1005.5.3,Outcome 3 (ICT policy),HARD,0.0,0.0,,BOTH-EXHAUSTED,4546,1,1
526RAF1007,105,,PR00044273,526RAF1007,Better Education for Africa's Rise 3 (BE,HARD,2309859.74,-7331.34,PLS/40,FM-EXHAUSTED,942,6,1
526RAF1007,105,,PR00044336,526RAF1007.1.1,"10- Personnel costs, consultants and mis",HARD,18140.16,27314.94,PLS/10',ALIGNED,11040,303,1
526RAF1007,105,,PR00044337,526RAF1007.1.2,20- Contracted services,HARD,2520.21,-7331.34,PLS/40,FM-EXHAUSTED,943,129,1
526RAF1007,105,,PR00044338,526RAF1007.1.3,30- External training and Grants,HARD,15721.78,27314.94,PLS/10',ALIGNED,10988,185,1
526RAF1007,105,,PR00044339,526RAF1007.1.4,40- Equipment and maintenance,HARD,80000.0,-7331.34,PLS/40,FM-EXHAUSTED,944,14,1
526RAF1007,105,,PR00044341,526RAF1007.2.1,"10- Personnel costs, consultants and mis",HARD,806.88,27314.94,PLS/10',ALIGNED,9243,375,1
526RAF1007,105,,PR00044342,526RAF1007.2.2,20- Contracted services,HARD,33836.2,13041.4,PLS/30,ALIGNED,10915,105,1
526RAF1007,105,,PR00044343,526RAF1007.2.3,30- External training and Grants,HARD,46845.86,13041.4,PLS/30,ALIGNED,10916,34,1
526RAF1007,105,,PR00044344,526RAF1007.2.4,40- Equipment and maintenance,HARD,33881.82,-7331.34,PLS/40,FM-EXHAUSTED,945,16,1
526RAF1007,105,,PR00044346,526RAF1007.3.1,"10- Personnel costs, consultants and mis",HARD,28280.28,27314.94,PLS/10',ALIGNED,11195,121,1
526RAF1007,105,,PR00044347,526RAF1007.3.2,20- Contracted services,HARD,70370.29,484673.02,PLS/20,ALIGNED,11383,85,1
526RAF1007,105,,PR00044348,526RAF1007.3.3,30- External training and Grants,HARD,43.22,13041.4,PLS/30,ALIGNED,7860,92,1
526RAF1007,105,,PR00044351,526RAF1007.4.1,"10- Personnel costs, consultants and mis",HARD,36834.53,2294.27,PLS/50,ALIGNED,9914,286,1
526RAF1007,105,,PR00044352,526RAF1007.4.2,20- Contracted services,HARD,40821.89,484673.02,PLS/20,ALIGNED,11289,96,1
526RAF1007,105,,PR00044353,526RAF1007.4.3,30- External training and Grants,HARD,0.0,-7331.34,PLS/40,BOTH-EXHAUSTED,946,15,1
526RAF1007,105,,PR00044354,526RAF1007.4.4,40- Equipment and maintenance,HARD,13979.78,-7331.34,PLS/40,FM-EXHAUSTED,947,6,1
526RAF1007,105,,PR00044356,526RAF1007.5.1,"10- Personnel costs, consultants and mis",HARD,4334.15,27314.94,PLS/10',ALIGNED,10309,525,1
526RAF1007,105,,PR00044357,526RAF1007.5.2,20- Contracted services,HARD,0.0,-7331.34,PLS/40,BOTH-EXHAUSTED,948,12,1
526RAF1007,105,,PR00044358,526RAF1007.5.3,30- External training and Grants,HARD,0.0,-7331.34,PLS/40,BOTH-EXHAUSTED,949,4,1
526RAF1007,105,,PR00044359,526RAF1007.5.4,RO Misc,HARD,0.0,-7331.34,PLS/40,BOTH-EXHAUSTED,950,4,1
526RAF1007,105,,PR00044361,526RAF1007.6.1,"10- Personnel costs, consultants and mis",HARD,21621.61,64723.82,PLS/11,ALIGNED,11120,18,1
526RAF1007,105,,PR00044362,526RAF1007.6.2,20- Contracted services,HARD,1000.0,-7331.34,PLS/40,FM-EXHAUSTED,951,11,1
526RAF1007,105,,PR00044363,526RAF1007.6.3,30- External training and Grants,HARD,8793.03,-7331.34,PLS/40,FM-EXHAUSTED,952,16,1
526RAF1007,105,,PR00044366,526RAF1007.7.1,"10- Personnel costs, consultants and mis",HARD,3708.82,27314.94,PLS/10',ALIGNED,10206,78,1
526RAF1007,105,,PR00044367,526RAF1007.7.2,20- Contracted services,HARD,2681.82,484673.02,PLS/20,ALIGNED,10027,42,1
526RAF1007,105,,PR00044368,526RAF1007.7.3,30- External training and Grants,HARD,0.4,484673.02,PLS/20,ALIGNED,7382,33,1
526RAF1007,105,,PR00044369,526RAF1007.7.4,40- Equipment and maintenance,HARD,1852.26,-7331.34,PLS/40,FM-EXHAUSTED,953,5,1
526RAF1007,105,,PR00044371,526RAF1007.8.1,"10- Personnel costs, consultants and mis",HARD,3891.2,27314.94,PLS/10',ALIGNED,10225,111,1
526RAF1007,105,,PR00044372,526RAF1007.8.2,20- Contracted services,HARD,12473.5,2294.27,PLS/50,ALIGNED,9915,52,1
526RAF1007,105,,PR00044373,526RAF1007.8.3,30- External training and Grants,HARD,0.0,-7331.34,PLS/40,BOTH-EXHAUSTED,954,15,1
526RAF1007,105,,PR00044374,526RAF1007.8.4,40- Equipment and maintenance,HARD,7592.0,-7331.34,PLS/40,FM-EXHAUSTED,955,18,1
526RAF1007,105,,PR00044376,526RAF1007.9.1,"10- Personnel costs, consultants and mis",HARD,5975.81,64723.82,PLS/11,ALIGNED,10505,50,1
526RAF1007,105,,PR00044377,526RAF1007.9.2,20- Contracted services,HARD,27958.05,-7331.34,PLS/40,FM-EXHAUSTED,956,22,1
526RAF1007,105,,PR00044378,526RAF1007.9.3,30- External training and Grants,HARD,22547.69,-7331.34,PLS/40,FM-EXHAUSTED,957,15,1
526RAF1007,105,,PR00044381,526RAF1007.10.1,"10- Personnel costs, consultants and mis",HARD,2200.0,-7331.34,PLS/40,FM-EXHAUSTED,958,102,1
526RAF1007,105,,PR00044382,526RAF1007.10.2,20- Contracted services,HARD,10999.34,484673.02,PLS/20,ALIGNED,10844,168,1
526RAF1007,105,,PR00044383,526RAF1007.10.3,30- External training and Grants,HARD,5100.0,-7331.34,PLS/40,FM-EXHAUSTED,959,23,1
526RAF1007,105,,PR00044384,526RAF1007.10.4,40- Equipment and maintenance,HARD,10224.82,484673.02,PLS/20,ALIGNED,10807,31,1
526RAF1007,105,,PR00044386,526RAF1007.11.1,HQ personnel cost,HARD,231641.92,27314.94,PLS/10',ALIGNED,11196,602,1
526RAF1007,105,,PR00044387,526RAF1007.11.2,cost staff recovery,HARD,67110.0,-7331.34,PLS/40,FM-EXHAUSTED,960,8,1
526RAF1007,105,,PR00044388,526RAF1007.11.3,Formulation phase,HARD,0.0,-7331.34,PLS/40,BOTH-EXHAUSTED,961,186,1
526RAF1007,105,,PR00044390,526RAF1007.11.5,Communication,HARD,36463.49,-7331.34,PLS/40,FM-EXHAUSTED,962,48,1
526RAF1007,105,,PR00044391,526RAF1007.11.6,Contingency,HARD,22730.55,64723.82,PLS/11,ALIGNED,11138,4,1
526RAF1007,105,,PR00044392,526RAF1007.11.7,Staff mission trips (RO and HQ),HARD,10504.16,27314.94,PLS/10',ALIGNED,10820,53,1
526RAF1007,105,,PR00044393,526RAF1007.11.8,HQ Misc,HARD,7105.9,-7331.34,PLS/40,FM-EXHAUSTED,963,74,1
526RAF1008,105,,PR00044410,526RAF1008,Mr An Woonghwan Secondment from the Repu,HARD,11488.37,28472.72,PLS/11,ALIGNED,10856,163,1
526RAF1009,105,,PR00047633,526RAF1009,ICT Transforming Education in Africa - P,HARD,912700.53,2246.12,FLI/40,ALIGNED,9899,5,1
526RAF1009,105,,PR00048178,526RAF1009.1.1,1.1  Outcome 1 (National platforms and c,HARD,6650.54,80292.58,FLI/20,ALIGNED,10566,153,1
526RAF1009,105,,PR00048179,526RAF1009.1.2,1.2  Outcome 2 (Teachers),HARD,60266.55,4772.06,FLI/50,ALIGNED,10365,125,1
526RAF1009,105,,PR00048180,526RAF1009.1.3,1.3 Outcome 3 (Students),HARD,7979.4,4772.06,FLI/50,ALIGNED,10366,14,1
526RAF1009,105,,PR00048181,526RAF1009.1.4,1.4  Outcome 4 (ICT policies and strateg,HARD,21232.01,4772.06,FLI/50,ALIGNED,10367,10,1
526RAF1009,105,,PR00048183,526RAF1009.2.1,2.1  Outcome 1 (National platforms and c,HARD,17563.51,4772.06,FLI/50,ALIGNED,10368,208,1
526RAF1009,105,,PR00048184,526RAF1009.2.2,2.2  Outcome 2 (Teachers and students),HARD,42868.67,2246.12,FLI/40,ALIGNED,9900,167,1
526RAF1009,105,,PR00048186,526RAF1009.2.4,2.4  Outcome 4 (ICT policies and strateg,HARD,21410.47,4772.06,FLI/50,ALIGNED,10369,40,1
526RAF1009,105,,PR00048188,526RAF1009.3.1,3.1  Outcome 1 (National platforms and c,HARD,3692.87,30633.46,FLI/30,ALIGNED,10204,170,1
526RAF1009,105,,PR00048189,526RAF1009.3.2,3.2  Outcome 2 (Teachers),HARD,25303.49,9800.25,FLI/10',ALIGNED,10785,112,1
526RAF1009,105,,PR00048190,526RAF1009.3.3,3.3 Outcome 3 (Students),HARD,34715.56,4772.06,FLI/50,ALIGNED,10370,10,1
526RAF1009,105,,PR00048191,526RAF1009.3.4,3.4  Outcome 4 (ICT policies and strateg,HARD,13993.47,9800.25,FLI/10',ALIGNED,10786,32,1
526RAF1009,105,,PR00048194,526RAF1009.4,4. Peer learning and knowledge sharing,HARD,10567.09,4772.06,FLI/50,ALIGNED,10371,157,1
526RAF1009,105,,PR00048195,526RAF1009.5,"5. Project assistance, coordination and",HARD,9461.59,9800.25,FLI/10',ALIGNED,10759,225,1
526RAF1009,105,,PR00048196,526RAF1009.6,6. Seconded expert,HARD,37518.2,109871.9,FLI/11,ALIGNED,11273,83,1
526RAF2001,105,,PR00052340,526RAF2001,Top WBS: Mapping of Mineral Re,HARD,36748.63,0.0,EES/REVENUE,FM-EXHAUSTED,4547,6,1
526RAF2001,105,,PR00052341,526RAF2001.1,Outcome 1: Local community and,HARD,805.08,208.42,EES/10',ALIGNED,8515,20,1
526RAF2001,105,,PR00052342,526RAF2001.2,"Coordination, monitoring and e",HARD,294.29,208.42,EES/10',ALIGNED,8516,12,1
526RAF4000,105,,PR00052400,526RAF4000,Top WBS: Capacity development to sustain,HARD,1422994.86,585647.0,WHC/REVENUE,ALIGNED,11531,5,1
526RAF4000,105,,PR00052401,526RAF4000.1,Output N°1,HARD,242311.63,-12514.41,WHC/13,FM-EXHAUSTED,797,51,1
526RAF4000,105,,PR00052402,526RAF4000.2,Output N°2,HARD,46941.29,-12514.41,WHC/13,FM-EXHAUSTED,798,6,1
526RAF4000,105,,PR00052404,526RAF4000.4,Output N°4,HARD,94671.71,-12514.41,WHC/13,FM-EXHAUSTED,799,1,1
526RAF4000,105,,PR00059941,526RAF4000.3.1,Decentralisation Harare,HARD,78.68,1319.32,WHC/30,ALIGNED,8087,3,1
526RAS1033,105,,PR00032857,526RAS1033,Educational Innovation for Promoting Com,HARD,0.0,0.0,,BOTH-EXHAUSTED,4548,3,1
526RAS1033,105,,PR00032858,526RAS1033.1,"Output 1. ""Promoting Global Citizenship",HARD,0.0,0.0,,BOTH-EXHAUSTED,4549,1,1
526RAS1033,105,,PR00032859,526RAS1033.2,Output 1. Teachers and school leaders in,HARD,0.0,0.0,,BOTH-EXHAUSTED,4550,265,1
526RAS1033,105,,PR00032860,526RAS1033.3,Output 2. Experience in applying the who,HARD,0.0,0.0,,BOTH-EXHAUSTED,4551,23,1
526RAS1034,105,,PR00032865,526RAS1034.1,1. Enhancing the capacity of policymaker,HARD,0.0,0.0,,BOTH-EXHAUSTED,4552,6,1
526RAS1034,105,,PR00032866,526RAS1034.2,2. Building the Network of NICs with an,HARD,0.0,0.0,,BOTH-EXHAUSTED,4553,6,1
526RAS1035,105,,PR00039712,526RAS1035,Secondment of Ms. Heejeong Ahn to UNESCO,HARD,-58478.62,-58478.62,BGK/REVENUE,BOTH-EXHAUSTED,533,54,1
526RAS1036,105,,PR00047634,526RAS1036,Addressing students' learning gaps to en,HARD,320805.02,212.23,BGK/10',ALIGNED,8522,2,1
526RAS1036,105,,PR00048026,526RAS1036.1.1,Output 1: The guide on differentiated pe,HARD,28151.42,212.23,BGK/10',ALIGNED,8523,81,1
526RAS1036,105,,PR00048027,526RAS1036.1.2,Output 2:  Hybrid training modules for i,HARD,74412.15,212.23,BGK/10',ALIGNED,8524,103,1
526RAS1036,105,,PR00048028,526RAS1036.1.3,Output 3:  Teacher education institution,HARD,51290.0,9000.0,BGK/20,ALIGNED,10733,3,1
526RAS1036,105,,PR00048029,526RAS1036.2,Communication (2%),HARD,6437.26,212.23,BGK/10',ALIGNED,8525,1,1
526RAS1036,105,,PR00048030,526RAS1036.3,Evaluation (4%),HARD,1720.0,13280.0,BGK/11,ALIGNED,9705,1,1
526RAS1037,105,,PR00053767,526RAS1037,Top WBS: KFIT Action Plans for Universit,HARD,222100.46,5764.0,BGK/REVENUE,ALIGNED,10463,4,1
526RAS1037,105,,PR00053768,526RAS1037.1,Outcome 1: Increased,HARD,117597.94,-1407.99,BGK/10',FM-EXHAUSTED,1255,28,1
526RAS1037,105,,PR00053769,526RAS1037.2,Outcome 2: Accelerat,HARD,55006.62,-522.7,BGK/30,FM-EXHAUSTED,1556,40,1
526RAS1037,105,,PR00053771,526RAS1037.4,Communication,HARD,36.82,-1407.99,BGK/10',FM-EXHAUSTED,1256,1,1
526RAS2012,105,,PR00020715,526RAS2012,"Biodiversity research, training and mana",HARD,0.0,0.0,,BOTH-EXHAUSTED,4554,1,1
526RAS4021,105,,PR00030334,526RAS4021,Support for Asian SIlk Roads World Herit,HARD,0.0,0.0,,BOTH-EXHAUSTED,4555,1,1
526RAS4022,105,,PR00031369,526RAS4022,Capacity-Building Ahead of the Third Cyc,HARD,0.0,0.0,,BOTH-EXHAUSTED,4556,140,1
526RAS4023,105,,PR00031387,526RAS4023,"World Heritage, Sustainable Development",HARD,123065.03,297.58,WHC/80,ALIGNED,8676,73,1
526RAS4023,105,,PR00032161,526RAS4023.1,Decentralisation NDL $28500,HARD,109748.78,521.42,WHC/10',ALIGNED,8995,136,1
526RAS4026,105,,PR00035261,526RAS4026,Mr KIL BAI LEE Secondment of a Programme,HARD,0.0,0.0,,BOTH-EXHAUSTED,4557,77,1
526RAS4027,105,,PR00047254,526RAS4027,Support South Asian Heritage Sites Manag,HARD,197471.8,2488.47,WHC/10',ALIGNED,9965,212,1
526RAS4027,105,,PR00052172,526RAS4027.1,Decentralisation Kathman,HARD,20224.2,2488.47,WHC/10',ALIGNED,9966,61,1
526RAS4028,105,,PR00050811,526RAS4028,Top WBS: Enhancing Transnational Coopera,HARD,3175674.67,1631374.0,WHC/REVENUE,ALIGNED,11568,8,1
526RAS4028,105,,PR00050812,526RAS4028.1,Inception Phase Activities,HARD,43073.45,98917.52,WHC/11,ALIGNED,11304,204,1
526RAS4028,105,,PR00050815,526RAS4028.4,Mainstreaming transnational conservation,HARD,198895.0,98917.52,WHC/11,ALIGNED,11413,3,1
526RAS4028,105,,PR00050817,526RAS4028.6,Global Coordination of the Project,HARD,580763.81,-2298.91,WHC/10',FM-EXHAUSTED,1189,270,1
526RAS4028,105,,PR00053882,526RAS4028.1.1,Decentralization Almaty,HARD,15701.59,-2298.91,WHC/10',FM-EXHAUSTED,1190,45,1
526RAS4028,105,,PR00058680,526RAS4028.2.1,Decentralization Almaty,HARD,47957.87,38921.13,WHC/20,ALIGNED,11282,6,1
526RAS4029,105,,PR00055424,526RAS4029,Top WBS: Building Heritage Disaster and,HARD,222243.98,-4.78,WHC/10',FM-EXHAUSTED,1914,2,1
526RAS4029,105,,PR00055426,526RAS4029.1.1,Output 1: The capacity of local,HARD,65698.91,-4.78,WHC/10',FM-EXHAUSTED,1915,45,1
526RAS4029,105,,PR00055427,526RAS4029.1.2,Output 2: Disaster and Risk,HARD,71558.59,-4.78,WHC/10',FM-EXHAUSTED,1916,41,1
526RAS4029,105,,PR00058671,526RAS4029.1.2.1,Apia - Disaster Risk Management,HARD,24211.14,-4.78,WHC/10',FM-EXHAUSTED,1917,11,1
526RAS4030,105,,PR00059385,526RAS4030,Top WBS: Je Create:  Culture and Innovat,HARD,25000.0,25000.0,BEJ/REVENUE,ALIGNED,11160,1,1
526ROK9000,105,,PR00008383,526ROK9000,REPUBLIC OF KOREA MINISTRY OF EDUCATION,HARD,-5764.0,-5764.0,BFM/REVENUE,BOTH-EXHAUSTED,1031,28,1
526ROK9001,105,,PR00008384,526ROK9001,REPUBLIC OF KOREA KOICA AND MoFA GENERAL,HARD,0.0,0.0,BFM/REVENUE,BOTH-EXHAUSTED,4558,31,1
526ROK9002,105,,PR00008385,526ROK9002,REPUBLIC OF KOREA MoCLT AND CHA GENERAL,HARD,0.0,0.0,,BOTH-EXHAUSTED,4559,10,1
526ROK9003,105,,PR00008386,526ROK9003,"REPUBLIC OF KOREA NATCOM, MUNICIPAL AND",HARD,-2173.0,-2173.0,BFM/REVENUE,BOTH-EXHAUSTED,1196,12,1
526ROK9004,105,,PR00009369,526ROK9004,"REPUBLIC OF KOREA, MINISTRY OF LAND, TRA",HARD,0.0,0.0,,BOTH-EXHAUSTED,4560,4,1
526ROK9005,105,,PR00014745,526ROK9005,General fund for the contribution from C,HARD,-2498134.0,-2498134.0,BFM/REVENUE,BOTH-EXHAUSTED,214,28,1
526ROK9006,105,,PR00019504,526ROK9006,GF - Ministry of Strategy and Finance of,HARD,0.0,0.0,,BOTH-EXHAUSTED,4561,4,1
526ROK9007,105,,PR00055341,526ROK9007,"Korea Heritage Service, Republic of Kore",HARD,0.0,0.0,,BOTH-EXHAUSTED,4562,2,1
526TLS1001,105,,PR00038892,526TLS1001,Digitalization of CHEGA National Center,HARD,2372703.75,120.0,JAK/50,ALIGNED,8268,8,1
526TLS1001,105,,PR00040098,526TLS1001.1.1.1,Activity 1.1.1: Digitization of Archives,HARD,72575.75,37301.16,JAK/11,ALIGNED,11272,42,1
526TLS1001,105,,PR00040099,526TLS1001.1.1.2,Activity 1.1.2: Establishment and Operat,HARD,147450.35,120.0,JAK/50,ALIGNED,8269,32,1
526TLS1001,105,,PR00040100,526TLS1001.1.1.3,Activity 1.1.3: Rehabilitation of Archiv,HARD,616381.01,120357.38,JAK/20,ALIGNED,11439,4,1
526TLS1001,105,,PR00040103,526TLS1001.1.2.2,Activity 1.2.2: Staff Training,HARD,108952.61,120357.38,JAK/20,ALIGNED,11426,2,1
526TLS1001,105,,PR00040106,526TLS1001.2.1.1,"Activity 2.1.1: Development, Printing  a",HARD,147163.79,120357.38,JAK/20,ALIGNED,11440,27,1
526TLS1001,105,,PR00040107,526TLS1001.2.1.2,Activity 2.1.2: History Education Teache,HARD,9638.17,120.0,JAK/50,ALIGNED,8270,51,1
526TLS1001,105,,PR00040109,526TLS1001.2.1.4,Activity 2.1.4: Establishment and Suppor,HARD,25000.0,120.0,JAK/50,ALIGNED,8271,7,1
526TLS1001,105,,PR00040112,526TLS1001.3.1.1,Activity 3.1.1: International Benchmarki,HARD,12661.72,120357.38,JAK/20,ALIGNED,10895,26,1
526TLS1001,105,,PR00040113,526TLS1001.3.1.2,Activity 3.1.2: National and Internation,HARD,59708.92,120357.38,JAK/20,ALIGNED,11371,35,1
526TLS1001,105,,PR00040116,526TLS1001.4.1.1,Activity 4.1.1: Coordination and M & E,HARD,165394.98,4965.04,JAK/10',ALIGNED,10386,185,1
526TLS1001,105,,PR00040117,526TLS1001.4.1.2,Activity 4.1.2: Management and Progress,HARD,6236.44,4965.04,JAK/10',ALIGNED,10387,271,1
526TLS1001,105,,PR00040118,526TLS1001.4.1.3,Activity 4.1.3: Manage Others and Ad-hoc,HARD,97610.68,120.0,JAK/50,ALIGNED,8272,244,1
526URT1000,105,,PR00023647,526URT1000,Empowering Adolescent Girls and Young Wo,HARD,0.0,0.0,,BOTH-EXHAUSTED,4563,1,1
527RAF4000,105,,PR00037211,527RAF4000,SUPPORTING CAPACITY-BUILDING FOR NOMINAT,HARD,210014.82,2263.51,WHC/20,ALIGNED,9902,4,1
527RAF4000,105,,PR00037311,527RAF4000.9,Communication,HARD,2064.9,2263.51,WHC/20,ALIGNED,9852,3,1
527RAF4000,105,,PR00037312,527RAF4000.7,Output N°4: The monitoring of the state,HARD,610.66,3851.3,WHC/10',ALIGNED,9085,10,1
527RAF4000,105,,PR00037439,527RAF4000.1.1,Comoros,HARD,697.66,2263.51,WHC/20,ALIGNED,9153,30,1
527RAF4000,105,,PR00037451,527RAF4000.3.3,Kenya,HARD,228.19,2263.51,WHC/20,ALIGNED,8552,30,1
527RAF4000,105,,PR00037452,527RAF4000.3.4,Somalia,HARD,960.59,2263.51,WHC/20,ALIGNED,9343,30,1
527RAF4000,105,,PR00037462,527RAF4000.6.1,Comoros,HARD,5150.46,2263.51,WHC/20,ALIGNED,9903,34,1
527RAF4000,105,,PR00037463,527RAF4000.6.2,Madagascar,HARD,13287.49,35703.23,WHC/11,ALIGNED,10923,18,1
527RAF4000,105,,PR00038286,527RAF4000.3.6,coordination,HARD,395.66,2263.51,WHC/20,ALIGNED,8826,5,1
527RAF4000,105,,PR00039395,527RAF4000.4.5,Tanzania,HARD,21311.59,2263.51,WHC/20,ALIGNED,9904,5,1
527RAF4000,105,,PR00039396,527RAF4000.4.6,Coordination,HARD,1337.23,3851.3,WHC/10',ALIGNED,9541,5,1
527RAF4000,105,,PR00039398,527RAF4000.7.6,Coordination,HARD,-569.28,3851.3,WHC/10',PS-EXHAUSTED,1536,12,1
527RAF4000,105,,PR00055077,527RAF4000.3.5.1,Tanzania,HARD,1002.1,13071.33,WHC/30,ALIGNED,9386,9,1
527RAF4000,105,,PR00055078,527RAF4000.4.5.1,Tanzania,HARD,2341.87,3851.3,WHC/10',ALIGNED,9929,4,1
527RAF4000,105,,PR00055079,527RAF4000.6.5.1,Tanzania,HARD,939.37,2263.51,WHC/20,ALIGNED,9313,12,1
527RAF4000,105,,PR00055805,527RAF4000.3.2.1,Madagascar,HARD,0.0,2263.51,WHC/20,PS-EXHAUSTED,4564,1,1
527RAF4000,105,,PR00055806,527RAF4000.6.2.1,Madagascar,HARD,0.0,2263.51,WHC/20,PS-EXHAUSTED,4565,1,1
529AUL1000,105,,PR00057789,529AUL1000,Top WBS: Addressing antisemitism through,HARD,287614.68,150000.0,GCP/REVENUE,ALIGNED,11458,1,1
529AUL1000,105,,PR00057790,529AUL1000.1,Outcome 1: Strengthen the abil,HARD,26224.17,6538.57,GCP/50,ALIGNED,10548,22,1
529AUS9000,105,,PR00008382,529AUS9000,AUSTRALIA GENERAL FUND,HARD,-173357.57,-173357.57,BFM/REVENUE,BOTH-EXHAUSTED,387,11,1
529GLO2001,105,,PR00042530,529GLO2001,International Partnership for Blue Carb,HARD,662.42,0.0,,FM-EXHAUSTED,4566,3,1
529GLO2001,105,,PR00042533,529GLO2001.1.1.1,1.1.1 Support IPBC activities to raise a,HARD,0.0,0.0,,BOTH-EXHAUSTED,4567,3,1
529GLO2001,105,,PR00042534,529GLO2001.1.1.2,1.1.2 Project personnel,HARD,222.18,0.0,,FM-EXHAUSTED,4568,109,1
529GLO2001,105,,PR00042535,529GLO2001.1.1.3,1.1.3 Post Occupancy Charge,HARD,0.0,0.0,,BOTH-EXHAUSTED,4569,6,1
529GLO2001,105,,PR00042538,529GLO2001.1.2,Output 2: Support IPBC activities to eng,HARD,75.1,0.0,,FM-EXHAUSTED,4570,14,1
529GLO2001,105,,PR00042541,529GLO2001.2.1.1,2.1.1 Project personnel,HARD,125.2,0.0,,FM-EXHAUSTED,4571,102,1
529GLO2001,105,,PR00042542,529GLO2001.2.1.2,2.1.2 Post Occupancy Charge,HARD,0.5,0.0,,FM-EXHAUSTED,4572,9,1
529GLO2001,105,,PR00042544,529GLO2001.2.2.1,2.2.1 Support IPBC activities to engage,HARD,92.2,0.0,,FM-EXHAUSTED,4573,33,1
