wbs_objnr,wbs_posid,wbs_post1,fund,fund_type,fund_count_on_wbs,fund_consumption_2024_26,total_consumption_2024_26,fund_share_pct,postings_count_2024_26
PR00000107,2,Major Programme 2 (Natural Sciences),3210232021,001,591,27173.5,25643916.0,0.11,35
PR00000107,2,Major Programme 2 (Natural Sciences),3210232031,001,591,7028.17,25643916.0,0.03,28
PR00000107,2,Major Programme 2 (Natural Sciences),3210233011,001,591,34332.06,25643916.0,0.13,58
PR00000110,5,Major Programme 5 (Com & Information),3210233011,001,249,1015.51,9479567.16,0.01,5
PR00000106,1,Major Programme 1 (Education),3210233031,001,592,666.7,51817355.99,0.0,3
PR00000107,2,Major Programme 2 (Natural Sciences),3210233031,001,591,16550.48,25643916.0,0.06,98
PR00000107,2,Major Programme 2 (Natural Sciences),3210233041,001,591,196343.08,25643916.0,0.77,157
PR00000107,2,Major Programme 2 (Natural Sciences),3210233051,001,591,31898.96,25643916.0,0.12,3
PR00000107,2,Major Programme 2 (Natural Sciences),3210234021,001,591,22000.0,25643916.0,0.09,5
PR00000109,4,Major Programme 4 (Culture),3210234021,001,369,4800.92,20047784.84,0.02,2
PR00000107,2,Major Programme 2 (Natural Sciences),3210241011,001,591,529582.53,25643916.0,2.07,378
PR00000107,2,Major Programme 2 (Natural Sciences),3210241021,001,591,24178.57,25643916.0,0.09,6
PR00000107,2,Major Programme 2 (Natural Sciences),3210241031,002,591,92132.73,25643916.0,0.36,139
PR00000107,2,Major Programme 2 (Natural Sciences),3210241041,019,591,311418.53,25643916.0,1.21,112
PR00000107,2,Major Programme 2 (Natural Sciences),3210241051,019,591,299396.7,25643916.0,1.17,77
PR00000106,1,Major Programme 1 (Education),3210242011,001,592,7229.96,51817355.99,0.01,3
PR00000107,2,Major Programme 2 (Natural Sciences),3210242011,001,591,19565.79,25643916.0,0.08,20
PR00000107,2,Major Programme 2 (Natural Sciences),3210242021,001,591,37743.69,25643916.0,0.15,99
PR00000107,2,Major Programme 2 (Natural Sciences),3210242031,001,591,21214.76,25643916.0,0.08,40
PR00000106,1,Major Programme 1 (Education),3210242041,001,592,8689.58,51817355.99,0.02,8
PR00000107,2,Major Programme 2 (Natural Sciences),3210242041,001,591,26458.73,25643916.0,0.1,128
PR00000107,2,Major Programme 2 (Natural Sciences),3210242051,001,591,51013.21,25643916.0,0.2,103
PR00000107,2,Major Programme 2 (Natural Sciences),3210242091,019,591,731.98,25643916.0,0.0,24
PR00000107,2,Major Programme 2 (Natural Sciences),3210243011,001,591,29385.37,25643916.0,0.11,21
PR00000109,4,Major Programme 4 (Culture),3210243011,001,369,985.38,20047784.84,0.0,1
PR00000107,2,Major Programme 2 (Natural Sciences),3210243021,001,591,3008.8,25643916.0,0.01,1
PR00000107,2,Major Programme 2 (Natural Sciences),3210243031,001,591,28379.22,25643916.0,0.11,27
PR00000107,2,Major Programme 2 (Natural Sciences),3210243051,019,591,7602.16,25643916.0,0.03,34
PR00000107,2,Major Programme 2 (Natural Sciences),3210244011,001,591,40000.0,25643916.0,0.16,5
PR00000107,2,Major Programme 2 (Natural Sciences),3210244021,001,591,33271.55,25643916.0,0.13,67
PR00000107,2,Major Programme 2 (Natural Sciences),3210244031,001,591,20958.32,25643916.0,0.08,17
PR00000106,1,Major Programme 1 (Education),3210244041,001,592,638.77,51817355.99,0.0,2
PR00000107,2,Major Programme 2 (Natural Sciences),3210244041,001,591,23177.17,25643916.0,0.09,78
PR00000107,2,Major Programme 2 (Natural Sciences),3210244051,001,591,27616.85,25643916.0,0.11,20
PR00000107,2,Major Programme 2 (Natural Sciences),3210244061,001,591,4758.87,25643916.0,0.02,9
PR00000106,1,Major Programme 1 (Education),3210245011,001,592,3000.0,51817355.99,0.01,2
PR00000107,2,Major Programme 2 (Natural Sciences),3210245011,001,591,7760.0,25643916.0,0.03,4
PR00000107,2,Major Programme 2 (Natural Sciences),3210245021,001,591,28654.22,25643916.0,0.11,24
PR00000106,1,Major Programme 1 (Education),3210245041,001,592,11973.38,51817355.99,0.02,7
PR00000107,2,Major Programme 2 (Natural Sciences),3210245041,001,591,4350.0,25643916.0,0.02,2
PR00000107,2,Major Programme 2 (Natural Sciences),3210245071,019,591,288.54,25643916.0,0.0,20
PR00000107,2,Major Programme 2 (Natural Sciences),3210246011,001,591,2253.08,25643916.0,0.01,10
PR00000107,2,Major Programme 2 (Natural Sciences),3210251011,001,591,88843.33,25643916.0,0.35,122
PR00000107,2,Major Programme 2 (Natural Sciences),3210251021,001,591,66799.33,25643916.0,0.26,98
PR00000107,2,Major Programme 2 (Natural Sciences),3210251031,001,591,29174.0,25643916.0,0.11,31
PR00000107,2,Major Programme 2 (Natural Sciences),3210251041,001,591,6294.21,25643916.0,0.02,11
PR00000107,2,Major Programme 2 (Natural Sciences),3210251051,002,591,2938.14,25643916.0,0.01,11
PR00000107,2,Major Programme 2 (Natural Sciences),3210251091,019,591,167749.24,25643916.0,0.65,64
PR00000107,2,Major Programme 2 (Natural Sciences),3210252011,001,591,22122.35,25643916.0,0.09,16
PR00000106,1,Major Programme 1 (Education),3210252021,001,592,2834.51,51817355.99,0.01,8
PR00000107,2,Major Programme 2 (Natural Sciences),3210252021,001,591,12524.21,25643916.0,0.05,24
PR00000106,1,Major Programme 1 (Education),3210252031,001,592,1436.08,51817355.99,0.0,3
PR00000107,2,Major Programme 2 (Natural Sciences),3210252031,001,591,17275.14,25643916.0,0.07,73
PR00000107,2,Major Programme 2 (Natural Sciences),3210252041,001,591,26087.2,25643916.0,0.1,38
PR00000106,1,Major Programme 1 (Education),3210252061,001,592,6985.91,51817355.99,0.01,2
PR00000107,2,Major Programme 2 (Natural Sciences),3210252071,001,591,1974.28,25643916.0,0.01,1
PR00000107,2,Major Programme 2 (Natural Sciences),3210252091,019,591,2195.94,25643916.0,0.01,24
PR00000107,2,Major Programme 2 (Natural Sciences),3210253011,001,591,80901.23,25643916.0,0.32,48
PR00000107,2,Major Programme 2 (Natural Sciences),3210253021,001,591,9916.3,25643916.0,0.04,17
PR00000107,2,Major Programme 2 (Natural Sciences),3210253041,001,591,4111.2,25643916.0,0.02,47
PR00000107,2,Major Programme 2 (Natural Sciences),3210254011,001,591,21128.2,25643916.0,0.08,8
PR00000107,2,Major Programme 2 (Natural Sciences),3210254021,001,591,16206.51,25643916.0,0.06,65
PR00000107,2,Major Programme 2 (Natural Sciences),3210254031,001,591,8248.65,25643916.0,0.03,36
PR00000109,4,Major Programme 4 (Culture),3210254031,001,369,1.66,20047784.84,0.0,1
PR00000107,2,Major Programme 2 (Natural Sciences),3210254041,001,591,16279.58,25643916.0,0.06,76
PR00000107,2,Major Programme 2 (Natural Sciences),3210254051,001,591,53945.68,25643916.0,0.21,10
PR00000107,2,Major Programme 2 (Natural Sciences),3210254061,001,591,6029.66,25643916.0,0.02,23
PR00000107,2,Major Programme 2 (Natural Sciences),3210255011,001,591,11040.0,25643916.0,0.04,4
PR00000106,1,Major Programme 1 (Education),3210255041,001,592,6148.08,51817355.99,0.01,4
PR00000107,2,Major Programme 2 (Natural Sciences),3210255041,001,591,5690.72,25643916.0,0.02,4
PR00000107,2,Major Programme 2 (Natural Sciences),3210256011,001,591,10353.54,25643916.0,0.04,13
PR00000107,2,Major Programme 2 (Natural Sciences),3210258011,018,591,1465000.0,25643916.0,5.71,2
PR00000107,2,Major Programme 2 (Natural Sciences),3210261021,001,591,121688.89,25643916.0,0.47,86
PR00000107,2,Major Programme 2 (Natural Sciences),3210261041,001,591,1322.15,25643916.0,0.01,2
PR00000106,1,Major Programme 1 (Education),3210262011,001,592,1692.76,51817355.99,0.0,2
PR00000107,2,Major Programme 2 (Natural Sciences),3210262011,001,591,27338.95,25643916.0,0.11,57
PR00000107,2,Major Programme 2 (Natural Sciences),3210262021,001,591,28769.19,25643916.0,0.11,81
PR00000106,1,Major Programme 1 (Education),3210262031,001,592,4070.36,51817355.99,0.01,9
PR00000107,2,Major Programme 2 (Natural Sciences),3210262031,001,591,7591.86,25643916.0,0.03,35
PR00000107,2,Major Programme 2 (Natural Sciences),3210262041,001,591,18881.95,25643916.0,0.07,50
PR00000106,1,Major Programme 1 (Education),3210262051,001,592,2570.15,51817355.99,0.0,6
PR00000107,2,Major Programme 2 (Natural Sciences),3210262051,001,591,82.06,25643916.0,0.0,1
PR00000107,2,Major Programme 2 (Natural Sciences),3210262071,019,591,4391.87,25643916.0,0.02,24
PR00000107,2,Major Programme 2 (Natural Sciences),3210263011,001,591,2293.42,25643916.0,0.01,11
PR00000107,2,Major Programme 2 (Natural Sciences),3210263021,001,591,23466.39,25643916.0,0.09,16
PR00000107,2,Major Programme 2 (Natural Sciences),3210263041,001,591,2013.63,25643916.0,0.01,36
PR00000107,2,Major Programme 2 (Natural Sciences),3210264011,001,591,3200.0,25643916.0,0.01,4
PR00000106,1,Major Programme 1 (Education),3210264021,001,592,199.91,51817355.99,0.0,9
PR00000107,2,Major Programme 2 (Natural Sciences),3210264021,001,591,3133.31,25643916.0,0.01,29
PR00000107,2,Major Programme 2 (Natural Sciences),3210264031,001,591,1336.14,25643916.0,0.01,6
PR00000107,2,Major Programme 2 (Natural Sciences),3210264041,001,591,7331.98,25643916.0,0.03,43
PR00000109,4,Major Programme 4 (Culture),3210264041,001,369,193.51,20047784.84,0.0,3
PR00000107,2,Major Programme 2 (Natural Sciences),3210264051,001,591,8394.58,25643916.0,0.03,5
PR00000107,2,Major Programme 2 (Natural Sciences),3210264061,001,591,5735.42,25643916.0,0.02,28
PR00000107,2,Major Programme 2 (Natural Sciences),3210264071,019,591,2072.17,25643916.0,0.01,25
PR00000107,2,Major Programme 2 (Natural Sciences),3210265011,001,591,3829.0,25643916.0,0.01,3
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210265011,001,275,900.0,14610978.92,0.01,1
PR00000107,2,Major Programme 2 (Natural Sciences),3210265021,001,591,12806.79,25643916.0,0.05,17
PR00000106,1,Major Programme 1 (Education),3210265041,001,592,2796.13,51817355.99,0.01,2
PR00000107,2,Major Programme 2 (Natural Sciences),3210265061,019,591,432.82,25643916.0,0.0,20
PR00000107,2,Major Programme 2 (Natural Sciences),3210266011,001,591,885.02,25643916.0,0.0,1
PR00000107,2,Major Programme 2 (Natural Sciences),3210281011,003,591,1170463.8,25643916.0,4.56,980
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210281011,003,275,984.92,14610978.92,0.01,1
PR00000107,2,Major Programme 2 (Natural Sciences),3210281012,013,591,423674.17,25643916.0,1.65,400
PR00000107,2,Major Programme 2 (Natural Sciences),3210282032,013,591,145335.48,25643916.0,0.57,20
PR00000107,2,Major Programme 2 (Natural Sciences),3210282052,013,591,32592.65,25643916.0,0.13,7
PR00000107,2,Major Programme 2 (Natural Sciences),3210282081,003,591,8479.45,25643916.0,0.03,8
PR00000107,2,Major Programme 2 (Natural Sciences),3210282082,013,591,100657.88,25643916.0,0.39,90
PR00000107,2,Major Programme 2 (Natural Sciences),3210282091,003,591,6450.74,25643916.0,0.03,6
PR00000107,2,Major Programme 2 (Natural Sciences),3210282112,013,591,89882.64,25643916.0,0.35,88
PR00000107,2,Major Programme 2 (Natural Sciences),3210282122,013,591,24743.15,25643916.0,0.1,42
PR00000107,2,Major Programme 2 (Natural Sciences),3210283021,003,591,195180.15,25643916.0,0.76,137
PR00000107,2,Major Programme 2 (Natural Sciences),3210284011,003,591,16408.41,25643916.0,0.06,2
PR00000107,2,Major Programme 2 (Natural Sciences),3210284021,003,591,945.88,25643916.0,0.0,3
PR00000107,2,Major Programme 2 (Natural Sciences),3210284061,003,591,2062.17,25643916.0,0.01,8
PR00000107,2,Major Programme 2 (Natural Sciences),3210284062,013,591,48307.11,25643916.0,0.19,10
PR00000107,2,Major Programme 2 (Natural Sciences),3210284092,013,591,224.78,25643916.0,0.0,2
PR00000107,2,Major Programme 2 (Natural Sciences),3210284102,013,591,27681.64,25643916.0,0.11,40
PR00000107,2,Major Programme 2 (Natural Sciences),3210285011,003,591,252569.07,25643916.0,0.98,156
PR00000107,2,Major Programme 2 (Natural Sciences),3210285022,013,591,10000.0,25643916.0,0.04,1
PR00000107,2,Major Programme 2 (Natural Sciences),3210291011,001,591,16263.59,25643916.0,0.06,2
PR00000107,2,Major Programme 2 (Natural Sciences),3210292011,001,591,27140.66,25643916.0,0.11,57
PR00000107,2,Major Programme 2 (Natural Sciences),3210293021,001,591,502.56,25643916.0,0.0,1
PR00000106,1,Major Programme 1 (Education),3210294021,001,592,736.0,51817355.99,0.0,3
PR00000107,2,Major Programme 2 (Natural Sciences),3210294021,001,591,19895.4,25643916.0,0.08,29
PR00000107,2,Major Programme 2 (Natural Sciences),3210295021,001,591,7983.07,25643916.0,0.03,5
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210295021,001,275,9866.48,14610978.92,0.07,7
PR00000107,2,Major Programme 2 (Natural Sciences),3210296011,001,591,12376.0,25643916.0,0.05,2
PR00000107,2,Major Programme 2 (Natural Sciences),32102A1011,001,591,4000.0,25643916.0,0.02,2
PR00000107,2,Major Programme 2 (Natural Sciences),32102A2011,001,591,11499.57,25643916.0,0.04,14
PR00000107,2,Major Programme 2 (Natural Sciences),32102A2031,001,591,77.25,25643916.0,0.0,1
PR00000107,2,Major Programme 2 (Natural Sciences),32102A2051,001,591,3930.05,25643916.0,0.02,7
PR00000107,2,Major Programme 2 (Natural Sciences),32102A2061,001,591,3489.88,25643916.0,0.01,13
PR00000109,4,Major Programme 4 (Culture),32102A2061,001,369,1000.0,20047784.84,0.0,1
PR00000107,2,Major Programme 2 (Natural Sciences),32102A4021,001,591,5974.37,25643916.0,0.02,21
PR00000107,2,Major Programme 2 (Natural Sciences),32102A5021,001,591,5684.99,25643916.0,0.02,6
PR00000107,2,Major Programme 2 (Natural Sciences),32102A5041,001,591,2063.37,25643916.0,0.01,9
PR00000107,2,Major Programme 2 (Natural Sciences),32102A5051,001,591,4650.26,25643916.0,0.02,4
PR00000107,2,Major Programme 2 (Natural Sciences),3210311011,001,591,50000.0,25643916.0,0.19,2
PR00000107,2,Major Programme 2 (Natural Sciences),3210311021,001,591,144300.47,25643916.0,0.56,214
PR00000107,2,Major Programme 2 (Natural Sciences),3210311031,001,591,157933.29,25643916.0,0.62,279
PR00000107,2,Major Programme 2 (Natural Sciences),3210312011,001,591,845181.48,25643916.0,3.3,584
PR00000107,2,Major Programme 2 (Natural Sciences),3210312021,001,591,21010.61,25643916.0,0.08,28
PR00000107,2,Major Programme 2 (Natural Sciences),3210312031,001,591,64693.0,25643916.0,0.25,3
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210312031,001,275,2146.41,14610978.92,0.01,1
PR00000107,2,Major Programme 2 (Natural Sciences),3210312041,001,591,49951.51,25643916.0,0.19,3
PR00000107,2,Major Programme 2 (Natural Sciences),3210312051,001,591,101817.38,25643916.0,0.4,20
PR00000107,2,Major Programme 2 (Natural Sciences),3210312061,001,591,341847.4,25643916.0,1.33,202
PR00000107,2,Major Programme 2 (Natural Sciences),3210312071,001,591,215352.63,25643916.0,0.84,152
PR00000107,2,Major Programme 2 (Natural Sciences),3210312081,001,591,220706.38,25643916.0,0.86,240
PR00000107,2,Major Programme 2 (Natural Sciences),3210312091,001,591,22154.97,25643916.0,0.09,24
PR00000107,2,Major Programme 2 (Natural Sciences),3210312101,001,591,177873.81,25643916.0,0.69,163
PR00000107,2,Major Programme 2 (Natural Sciences),3210312111,001,591,52695.61,25643916.0,0.21,32
PR00000109,4,Major Programme 4 (Culture),3210312111,001,369,4339.19,20047784.84,0.02,7
PR00000107,2,Major Programme 2 (Natural Sciences),3210313011,001,591,406020.64,25643916.0,1.58,474
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210313011,001,275,7811.61,14610978.92,0.05,5
PR00000107,2,Major Programme 2 (Natural Sciences),3210313021,001,591,131443.36,25643916.0,0.51,150
PR00000107,2,Major Programme 2 (Natural Sciences),3210313031,001,591,47096.14,25643916.0,0.18,60
PR00000107,2,Major Programme 2 (Natural Sciences),3210313041,001,591,58234.99,25643916.0,0.23,76
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210313041,001,275,29009.1,14610978.92,0.2,49
PR00000109,4,Major Programme 4 (Culture),3210313041,001,369,10.0,20047784.84,0.0,1
PR00000107,2,Major Programme 2 (Natural Sciences),3210313051,001,591,119327.94,25643916.0,0.47,123
PR00000107,2,Major Programme 2 (Natural Sciences),3210313061,001,591,150345.0,25643916.0,0.59,160
PR00000107,2,Major Programme 2 (Natural Sciences),3210313071,001,591,98865.61,25643916.0,0.39,176
PR00000107,2,Major Programme 2 (Natural Sciences),3210314011,001,591,63751.7,25643916.0,0.25,76
PR00000107,2,Major Programme 2 (Natural Sciences),3210314021,001,591,25031.71,25643916.0,0.1,19
PR00000107,2,Major Programme 2 (Natural Sciences),3210314031,001,591,37369.79,25643916.0,0.15,72
PR00000107,2,Major Programme 2 (Natural Sciences),3210314041,001,591,34927.7,25643916.0,0.14,36
PR00000109,4,Major Programme 4 (Culture),3210314041,001,369,1314.95,20047784.84,0.01,5
PR00000107,2,Major Programme 2 (Natural Sciences),3210314051,001,591,66699.65,25643916.0,0.26,47
PR00000107,2,Major Programme 2 (Natural Sciences),3210315011,001,591,378611.76,25643916.0,1.48,98
PR00000106,1,Major Programme 1 (Education),3210315021,001,592,2123.0,51817355.99,0.0,8
PR00000107,2,Major Programme 2 (Natural Sciences),3210315021,001,591,78886.95,25643916.0,0.31,94
PR00000107,2,Major Programme 2 (Natural Sciences),3210315031,001,591,38630.81,25643916.0,0.15,64
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210315031,001,275,10432.77,14610978.92,0.07,15
PR00000107,2,Major Programme 2 (Natural Sciences),3210315041,001,591,76706.47,25643916.0,0.3,172
PR00000106,1,Major Programme 1 (Education),3210315051,001,592,686.34,51817355.99,0.0,1
PR00000107,2,Major Programme 2 (Natural Sciences),3210315051,001,591,54669.0,25643916.0,0.21,63
PR00000107,2,Major Programme 2 (Natural Sciences),3210315061,001,591,165019.28,25643916.0,0.64,192
PR00000107,2,Major Programme 2 (Natural Sciences),3210315071,001,591,132573.19,25643916.0,0.52,159
PR00000107,2,Major Programme 2 (Natural Sciences),3210315081,001,591,186539.0,25643916.0,0.73,138
PR00000107,2,Major Programme 2 (Natural Sciences),3210315091,001,591,143173.67,25643916.0,0.56,90
PR00000107,2,Major Programme 2 (Natural Sciences),3210316011,001,591,237791.79,25643916.0,0.93,183
PR00000107,2,Major Programme 2 (Natural Sciences),3210316021,001,591,256399.5,25643916.0,1.0,183
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210316021,001,275,3384.52,14610978.92,0.02,8
PR00000107,2,Major Programme 2 (Natural Sciences),3210316031,001,591,165674.08,25643916.0,0.65,257
PR00000107,2,Major Programme 2 (Natural Sciences),3210316041,001,591,170756.26,25643916.0,0.67,395
PR00000106,1,Major Programme 1 (Education),3210316051,001,592,1938.0,51817355.99,0.0,1
PR00000107,2,Major Programme 2 (Natural Sciences),3210316051,001,591,107040.58,25643916.0,0.42,183
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210316051,001,275,6234.0,14610978.92,0.04,11
PR00000107,2,Major Programme 2 (Natural Sciences),3210316061,001,591,75953.54,25643916.0,0.3,51
PR00000107,2,Major Programme 2 (Natural Sciences),3210316071,001,591,152940.55,25643916.0,0.6,68
PR00000107,2,Major Programme 2 (Natural Sciences),3210316091,001,591,77450.74,25643916.0,0.3,32
PR00000107,2,Major Programme 2 (Natural Sciences),3210316101,001,591,76813.17,25643916.0,0.3,123
PR00000107,2,Major Programme 2 (Natural Sciences),3210316111,019,591,139069.13,25643916.0,0.54,163
PR00000107,2,Major Programme 2 (Natural Sciences),3210316121,019,591,725002.13,25643916.0,2.83,357
PR00000107,2,Major Programme 2 (Natural Sciences),3210331011,003,591,1213.77,25643916.0,0.0,3
PR00000107,2,Major Programme 2 (Natural Sciences),3210331012,013,591,75842.73,25643916.0,0.3,27
PR00000106,1,Major Programme 1 (Education),3210332011,003,592,195.05,51817355.99,0.0,5
PR00000107,2,Major Programme 2 (Natural Sciences),3210332011,003,591,18572.43,25643916.0,0.07,8
PR00000107,2,Major Programme 2 (Natural Sciences),3210333021,003,591,1800.44,25643916.0,0.01,3
PR00000107,2,Major Programme 2 (Natural Sciences),3210333031,003,591,183.35,25643916.0,0.0,2
PR00000107,2,Major Programme 2 (Natural Sciences),3210341011,001,591,6844.15,25643916.0,0.03,18
PR00000107,2,Major Programme 2 (Natural Sciences),3210341021,001,591,1219.19,25643916.0,0.0,5
PR00000107,2,Major Programme 2 (Natural Sciences),3210342011,001,591,50693.24,25643916.0,0.2,43
PR00000107,2,Major Programme 2 (Natural Sciences),3210344011,001,591,7080.0,25643916.0,0.03,5
PR00000107,2,Major Programme 2 (Natural Sciences),3210344021,001,591,1370.46,25643916.0,0.01,17
PR00000107,2,Major Programme 2 (Natural Sciences),3210345011,001,591,43520.93,25643916.0,0.17,75
PR00000107,2,Major Programme 2 (Natural Sciences),3210345021,019,591,55.74,25643916.0,0.0,3
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210411011,001,275,57439.76,14610978.92,0.39,64
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210411021,001,275,159539.63,14610978.92,1.09,215
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210411041,001,275,159076.92,14610978.92,1.09,146
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210411051,001,275,85993.42,14610978.92,0.59,87
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210411061,001,275,15453.48,14610978.92,0.11,10
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210411071,002,275,74833.74,14610978.92,0.51,71
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210411091,002,275,74684.79,14610978.92,0.51,118
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210411101,019,275,404246.76,14610978.92,2.77,244
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210411111,001,275,21465.04,14610978.92,0.15,21
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210412021,001,275,77071.56,14610978.92,0.53,193
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210412031,001,275,37248.31,14610978.92,0.25,60
PR00000109,4,Major Programme 4 (Culture),3210412031,001,369,10686.28,20047784.84,0.05,9
PR00000110,5,Major Programme 5 (Com & Information),3210412031,001,249,2535.48,9479567.16,0.03,4
PR00000106,1,Major Programme 1 (Education),3210412061,001,592,56200.41,51817355.99,0.11,33
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210412061,001,275,26831.0,14610978.92,0.18,56
PR00000109,4,Major Programme 4 (Culture),3210412061,001,369,3343.56,20047784.84,0.02,8
PR00000106,1,Major Programme 1 (Education),3210412081,001,592,447.0,51817355.99,0.0,1
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210412081,001,275,11186.47,14610978.92,0.08,25
PR00000109,4,Major Programme 4 (Culture),3210412081,001,369,1112.0,20047784.84,0.01,2
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210412091,001,275,7883.5,14610978.92,0.05,10
PR00000109,4,Major Programme 4 (Culture),3210412091,001,369,5973.89,20047784.84,0.03,13
PR00000106,1,Major Programme 1 (Education),3210412101,001,592,6367.88,51817355.99,0.01,1
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210412101,001,275,1127.52,14610978.92,0.01,39
PR00000109,4,Major Programme 4 (Culture),3210412101,001,369,2433.2,20047784.84,0.01,7
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210412111,001,275,7520.98,14610978.92,0.05,30
PR00000106,1,Major Programme 1 (Education),3210412121,001,592,1249.1,51817355.99,0.0,1
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210412121,001,275,35981.85,14610978.92,0.25,45
PR00000109,4,Major Programme 4 (Culture),3210412121,001,369,4976.95,20047784.84,0.02,2
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210413011,001,275,22558.94,14610978.92,0.15,21
PR00000107,2,Major Programme 2 (Natural Sciences),3210413041,001,591,54.87,25643916.0,0.0,2
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210413041,001,275,16093.92,14610978.92,0.11,25
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210413051,001,275,38218.86,14610978.92,0.26,64
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210414022,001,275,25970.21,14610978.92,0.18,79
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210414031,001,275,23221.17,14610978.92,0.16,64
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210414041,001,275,24217.13,14610978.92,0.17,21
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210414051,001,275,13860.97,14610978.92,0.09,22
PR00000106,1,Major Programme 1 (Education),3210414061,001,592,1350.25,51817355.99,0.0,1
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210414061,001,275,37190.0,14610978.92,0.25,26
PR00000109,4,Major Programme 4 (Culture),3210414061,001,369,867.17,20047784.84,0.0,3
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210414071,001,275,16418.43,14610978.92,0.11,17
PR00000107,2,Major Programme 2 (Natural Sciences),3210415011,001,591,18862.56,25643916.0,0.07,50
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210415031,001,275,10642.38,14610978.92,0.07,13
PR00000106,1,Major Programme 1 (Education),3210415091,001,592,17810.8,51817355.99,0.03,6
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210415091,001,275,3500.0,14610978.92,0.02,1
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210415121,001,275,10227.24,14610978.92,0.07,24
PR00000106,1,Major Programme 1 (Education),3210421011,001,592,11350.06,51817355.99,0.02,5
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210421011,001,275,79822.91,14610978.92,0.55,72
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210421021,001,275,44222.89,14610978.92,0.3,19
PR00000107,2,Major Programme 2 (Natural Sciences),3210421031,001,591,3.62,25643916.0,0.0,1
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210421031,001,275,129475.07,14610978.92,0.89,135
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210421041,001,275,94526.92,14610978.92,0.65,107
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210421051,002,275,178487.51,14610978.92,1.22,112
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210421081,002,275,77108.14,14610978.92,0.53,155
PR00000106,1,Major Programme 1 (Education),3210421091,019,592,1237.08,51817355.99,0.0,5
PR00000107,2,Major Programme 2 (Natural Sciences),3210421091,019,591,8352.2,25643916.0,0.03,14
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210421091,019,275,529317.13,14610978.92,3.62,252
PR00000106,1,Major Programme 1 (Education),3210422021,001,592,500.0,51817355.99,0.0,1
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210422021,001,275,39393.64,14610978.92,0.27,168
PR00000110,5,Major Programme 5 (Com & Information),3210422021,001,249,869.13,9479567.16,0.01,3
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210422041,001,275,43961.54,14610978.92,0.3,64
PR00000109,4,Major Programme 4 (Culture),3210422041,001,369,14722.67,20047784.84,0.07,9
PR00000106,1,Major Programme 1 (Education),3210422051,001,592,500.0,51817355.99,0.0,1
PR00000106,1,Major Programme 1 (Education),3210422061,001,592,21741.7,51817355.99,0.04,13
PR00000108,3,Major Programme 3 (Soc & Hum Sciences),3210422061,001,275,90998.43,14610978.92,0.62,94
