ATOM_HANDL,BROTHER_ID,CK_EXIT_FUNC,CRLF_ONLY,CV_RULE,CV_SOURCE_FORMAT,DATA_TYPE,EX_STATUS,FIRSTCHILD_ID,INT_DATA_TYPE,LENGTH,LENGTH_IN_BYTES,LEV,MP_CONST,MP_CUKY_FLD,MP_CUKY_TAB,MP_EXIT_FUNC,MP_IF_TP,MP_OFFSET,MP_SC_FLD,MP_SC_NODE,MP_SC_NODE_ATTR,MP_SC_OFFSET,MP_SC_REF_NAME,MP_SC_TAB,MP_SELECTION,MSG_CLASS_EXIT,MSG_CLASS_SCREEN,MSG_NUM_EXIT,MSG_NUM_SCREEN,NODE_ID,NODE_TYPE,PARENT_ID,REACT_LEV_EXIT,REACT_LEV_SCREEN,REF_NAME,SEGM_CR,SEGM_END,SEGM_LF,SHIFTED_OUTPUT,TAB_KEYFLD,TDFORM_NAME,TECH_NAME,TRAILER,TREE_ID,TREE_TYPE,VERSION,X_COMPLTAB,_tree_id
  ,,                              , ,          ,          ,C, ,            ,,0035,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_3754065010,ELEM,N_6931641140, ,,            , , , , ,,                    ,Issr                                              , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,,                              , ,CL RP    X,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,                              ,1,000,BLAND                         ,            ,,000,            ,FPAYP                         ,2,                    ,                    ,   ,   ,N_3780425460,ELEM,N_4981086760, ,,            , , , , ,,                    ,CtryOfRes                                         , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_8932710580,                              , ,          ,          ,C,2,            ,,0005,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,1,000,REF07                         ,            ,,110,            ,FPAYHX                        ,5,                    ,                    ,   ,   ,N_3796955960,ELEM,N_4357792560, ,,            , , , , ,,                    ,Cd                                                , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,,                              , ,CL       X,          ,C,2,            ,,0000,,004,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_3803888090,ELEM,N_6263856470, ,,            , , , , ,,                    ,Nm                                                , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,,                              , ,CL RP    X,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,                              ,1,000,BSTRAS                        ,            ,,000,            ,FPAYP                         ,2,                    ,                    ,   ,   ,N_3813831110,ELEM,N_8824498030, ,,            , , , , ,,                    ,AdrLine                                           , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_4920858270,                              , ,CL       X,          ,C, ,            ,,0000,,000,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_3814726690,TECH,N_7978288280, ,,DBADRLINE2  , , , , ,,                    ,AdrLine2                                          , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_7942616070,                              , ,          ,          ,C, ,N_2260960950,,0000,,002,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_3816618790,ELEM,N_9874109890, ,,            , , , , ,,                    ,PmtInf                                            , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,,                              , ,          ,          ,C,2,            ,,0035,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_3820758340,ELEM,N_3887555070, ,,            , , , , ,,                    ,Prtry                                             , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_9099517400,                              , ,          ,          ,C,2,            ,,0011,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_3829201640,ELEM,N_3842760480, ,,            , , , , ,,                    ,AnyBIC                                            , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_4360444640,                              , ,          ,          ,C, ,N_7718923500,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_3829478300,ELEM,N_1139283400, ,,            , , , , ,,                    ,RltdRmtInf                                        , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,,                              , ,          ,          ,C, ,N_0812306550,,0000,,002,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_3839776710,ELEM,N_5481550650, ,,            , , , , ,,                    ,OrgId                                             , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,,                              , ,          ,          ,C, ,N_1622469640,,0000,,002,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_3842760480,ELEM,N_2405519130, ,,            , , , , ,,                    ,OrgId                                             , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_3708631190,                              , ,          ,          ,C, ,N_3551258420,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_3861362410,ELEM,N_8675857150, ,,            , , , , ,,                    ,Prd                                               , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,,                              , ,AL.=      ,          ,P,2,N_8291806270,,0018,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,1,000,WAERS                         ,            ,,000,            ,FPAYHX                        ,5,                    ,                    ,   ,   ,N_3868713570,ELEM,N_8630803100, ,,            , , , , ,,                    ,TtlAmt                                            , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,,                              , ,          ,          ,C, ,            ,,0000,,000,                                                                                                                                    ,                              ,                              ,                              ,4,000,SCHEMALOCATION                ,            ,,000,            ,FPM_CGI                       ,2,                    ,                    ,   ,   ,N_3870371530,ATOM,N_8218320160, ,,            , , , , ,,                    ,Para                                              , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,,                              , ,          ,          ,C, ,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_3880664910,ELEM,N_4641247600, ,,            , , , , ,,                    ,Cd                                                , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_0856629490,                              , ,          ,          ,C, ,N_6343498930,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_3887555070,ELEM,N_0653427090, ,,            , , , , ,,                    ,SvcLvl                                            , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,,                              , ,CL       X,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_3889335640,ELEM,N_5392001640, ,,            , , , , ,,                    ,Nm                                                , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_6931641140,                              , ,          ,          ,C,2,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_3920401360,ELEM,N_4409502400, ,,            , , , , ,,                    ,IBAN                                              , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_4689323380,                              , ,          ,          ,C, ,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_3920813800,TECH,N_3842760480, ,,-DBTROTHRA  , , , , ,,                    ,-OthrA                                            , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_5688811210,                              , ,CL RP    X,          ,C,2,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,                              ,1,000,NAMP1                         ,            ,,000,            ,FPAYH                         ,2,                    ,                    ,   ,   ,N_3975805550,ELEM,N_2795997530, ,,            , , , , ,,                    ,Nm                                                , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_0659954610,                              , ,          ,          ,C, ,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4000396130,TECH,N_3816618790, ,,-CHRGSACCT  , , , , ,,                    ,-ChrgsAcct                                        , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_7617288350,                              , ,          ,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4003174060,ELEM,N_5064979580, ,,            , , , , ,,                    ,AdmstnZn                                          , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,,                              , ,CL RP    X,          ,C,2,            ,,0070,,003,                                                                                                                                    ,                              ,                              ,                              ,1,000,ZBORT                         ,N_1011783010,1,000,CAADRLINE2  ,FPAYH                         ,2,                    ,                    ,   ,   ,N_4008221280,ELEM,N_0693479130, ,,            , , , , ,,                    ,AdrLine                                           , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_1441905910,                              , ,CL RP    X,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4025073060,ELEM,N_8311560080, ,,            , , , , ,,                    ,BldgNb                                            , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_2174147050,                              , ,          ,          ,C, ,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4036970840,TECH,N_4634017880, ,,-PSTLADRMOR3, , , , ,,                    ,-PstlAdr_More_Nodes_UltmtCdtr                     , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_2524041960,                              , ,          ,          ,C, ,N_0612315180,,0000,,002,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4049428870,ELEM,N_3842760480, ,,            , , , , ,,                    ,Othr                                              , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_4003174060,                              , ,          ,          ,C, ,N_5178421490,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4082185680,ELEM,N_5064979580, ,,            , , , , ,,                    ,Dbtr                                              , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_7319324940,                              , ,          ,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4085486390,ELEM,N_2652175830, ,,            , , , , ,,                    ,Nm                                                , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_6661521010,                              , ,          ,          ,C,2,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,                              ,1,000,UBWAE                         ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_4090082790,ELEM,N_5207120400, ,,            , , , , ,,                    ,Ccy                                               , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_2170156590,                              , ,          ,          ,C,2,            ,,0000,,001,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4096553850,ELEM,N_9413293970, ,,            , , , , ,,                    ,Id                                                , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,,                              , ,          ,          ,C,2,            ,,0000,,000,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4134359650,XMAT,N_1935991060, ,,            , , , , ,,                    ,Ccy                                               , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_3889335640,                              , ,          ,          ,C, ,N_0302951040,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4163092720,ELEM,N_5392001640, ,,            , , , , ,,                    ,Tp                                                , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_0132006970,                              , ,          ,          ,C, ,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4200790340,TECH,N_1139283400, ,,-INTRMYAGT1A, , , , ,,                    ,-IntrmyAgt1Acct                                   , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_9744817190,                              , ,          ,          ,C,2,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,1,000,UBKON                         ,            ,,000,            ,FPAYHX                        ,5,                    ,                    ,   ,   ,N_4220290120,ELEM,N_2329002840, ,,            , , , , ,,                    ,Cd                                                , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_4664202220,                              , ,          ,          ,C, ,            ,,0000,,000,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4255875310,TECH,N_2760349120, ,,-TP_LEV_3   , , , , ,,                    ,-Tp                                               , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_0489973700,                              , ,          ,          ,C, ,N_0037190360,,0004,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4259075460,ELEM,N_3346275370, ,,            , , , , ,,                    ,DlvryMtd                                          , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_5443906990,                              , ,          ,          ,C, ,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4322007760,TECH,N_1139283400, ,,-PURP       , , , , ,,                    ,-Purp                                             , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,,                              , ,          ,          ,C, ,N_5389181150,,0000,,001,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4328841910,ELEM,N_7469163780, ,,            , , , , ,,                    ,FwdgAgt                                           , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_6882783600,                              , ,          ,          ,C, ,            ,,0070,,000,http://www.w3.org/2001/XMLSchema-instance                                                                                           ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4344465660,ATOM,N_5752579380, ,,            , , , , ,,                    ,ISO                                               , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,,                              , ,          ,          ,C, ,            ,,0000,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,WAERS                         ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_4355972490,XMAT,N_9053867800, ,,            , , , , ,,                    ,Ccy                                               , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_0354341350,                              , ,          ,          ,C, ,N_3796955960,,0000,,002,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4357792560,ELEM,N_3541914060, ,,            , , , , ,,                    ,ClrSysId                                          , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,,                              , ,          ,          ,C, ,N_2284171050,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4360444640,ELEM,N_1139283400, ,,            , , , , ,,                    ,RmtInf                                            , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_2329002840,                              , ,          ,          ,C, ,N_3920401360,,0000,,002,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4409502400,ELEM,N_5207120400, ,,            , , , , ,,                    ,Id                                                , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_6776022470,                              , ,          ,          ,C,2,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4451446130,ELEM,N_0547606300, ,,            , , , , ,,                    ,Id                                                , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,,                              , ,          ,          ,C,2,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,                              ,1,000,DTGIS                         ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_4527289930,ELEM,N_0659954610, ,,            , , , , ,,                    ,Ccy                                               , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_5163414480,                              , ,          ,          ,C, ,            ,,0000,,004,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4552163620,TECH,N_4360444640, ,,-STRD       , , , , ,,                    ,-Strd                                             , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_7910426120,                              , ,          ,          ,C, ,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4582813190,TECH,N_3842760480, ,,-DBTROTHR3  , , , , ,,                    ,-Othr3                                            , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_3829478300,                              , ,          ,          ,C, ,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4587655900,TECH,N_1139283400, ,,-RLTDRMTINF , , , , ,,                    ,-RltdRmtInf                                       , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_8275352230,                              , ,          ,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,N_0510907600,1,000,RGLRPTGDCRI2,                              ,3,                    ,                    ,   ,   ,N_4592179550,ELEM,N_0330017550, ,,            , , , , ,,                    ,DbtCdtRptgInd                                     , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_7674606100,                              , ,          ,          ,C,2,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4616835930,ELEM,N_8337240420, ,,            , , , , ,,                    ,Prtry                                             , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_2560946480,                              , ,          ,          ,C, ,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4625526530,TECH,N_3346275370, ,,-CHQNB      , , , , ,,                    ,-ChqNb                                            , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_4860828040,                              , ,          ,          ,C, ,N_4036970840,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4634017880,ELEM,N_0377008530, ,,            , , , , ,,                    ,PstlAdr                                           , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_2629026670,                              , ,          ,          ,C, ,N_0604654920,,0000,,002,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4641247600,ELEM,N_6620186670, ,,            , , , , ,,                    ,SchmeNm                                           , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_3780425460,                              , ,          ,          ,C, ,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4647535410,TECH,N_4981086760, ,,-CTRYOFRES1 , , , , ,,                    ,-CtryOfRes                                        , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_1318637130,                              , ,          ,          ,C,2,N_5315988160,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4649341260,ELEM,N_6294588020, ,,            , , , , ,,                    ,Amt                                               , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_9851358290,                              , ,          ,          ,C, ,N_3559826030,,0000,,004,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4653624170,ELEM,N_5163414480, ,,            , , , , ,,                    ,Invcr                                             , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_2112991760,                              , ,          ,          ,C, ,N_5473031100,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4664202220,ELEM,N_2760349120, ,,            , , , , ,,                    ,Tp                                                , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,,                              , ,          ,          ,C, ,N_6152210270,,0000,,002,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4689323380,ELEM,N_3842760480, ,,            , , , , ,,                    ,Othr                                              , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_7956610410,                              , ,          ,          ,C, ,            ,,0000,,004,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4733628880,TECH,N_1235564610, ,,-DUEPYBLAMT , , , , ,,                    ,-DuePyblAmt                                       , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_8333372800,                              , ,          ,          ,C, ,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4764391820,TECH,N_1139283400, ,,-INSTRFORDB , , , , ,,                    ,-InstrForDbtrAgt                                  , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_5957500630,                              , ,          ,          ,C, ,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4775797650,TECH,N_6582554760, ,,-CDPRVTID   , , , , ,,                    ,-PrvtId                                           , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_4200790340,                              , ,          ,          ,C, ,N_5831535930,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4795854920,ELEM,N_1139283400, ,,            , , , , ,,                    ,IntrmyAgt1                                        , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_7110423850,                              , ,CL        ,          ,C, ,            ,,0001,,000,-                                                                                                                                   ,                              ,                              ,                              , ,004,                              ,            ,,000,            ,                              ,1,                    ,                    ,   ,   ,N_4828117130,ATOM,N_2689587420, ,,            , , , , ,,                    ,-                                                 , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,,                              , ,CL       X,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4860828040,ELEM,N_0377008530, ,,            , , , , ,,                    ,CtryOfRes                                         , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_1326271730,                              , ,          ,          ,C,2,            ,,0011,,001,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4887317080,ELEM,N_2851824500, ,,            , , , , ,,                    ,AnyBIC                                            , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
  ,N_1235564610,                              , ,          ,          ,C, ,            ,,0000,,004,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4897568180,TECH,N_5163414480, ,,-RFRDDOCAMT , , , , ,,                    ,-RfrdDocAmt                                       , ,/CGI_XML_CT_UNESCO            ,PAYM,000, ,/CGI_XML_CT_UNESCO
