ATOM_HANDL,BROTHER_ID,CK_EXIT_FUNC,CRLF_ONLY,CV_RULE,CV_SOURCE_FORMAT,DATA_TYPE,EX_STATUS,FIRSTCHILD_ID,INT_DATA_TYPE,LENGTH,LENGTH_IN_BYTES,LEV,MP_CONST,MP_CUKY_FLD,MP_CUKY_TAB,MP_EXIT_FUNC,MP_IF_TP,MP_OFFSET,MP_SC_FLD,MP_SC_NODE,MP_SC_NODE_ATTR,MP_SC_OFFSET,MP_SC_REF_NAME,MP_SC_TAB,MP_SELECTION,MSG_CLASS_EXIT,MSG_CLASS_SCREEN,MSG_NUM_EXIT,MSG_NUM_SCREEN,NODE_ID,NODE_TYPE,PARENT_ID,REACT_LEV_EXIT,REACT_LEV_SCREEN,REF_NAME,SEGM_CR,SEGM_END,SEGM_LF,SHIFTED_OUTPUT,TAB_KEYFLD,TDFORM_NAME,TECH_NAME,TRAILER,TREE_ID,TREE_TYPE,VERSION,X_COMPLTAB,_tree_id
  ,,                              , ,CL       X,          ,C, ,            ,,0035,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,AUSTO                         ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_4028477000,ELEM,N_4078824850, ,,            , , , , ,,                    ,AdrLine                                           , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,CL        ,          ,C, ,            ,,0035,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,BNKL2_EXT                     ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_4048196440,ELEM,N_9815070340, ,,            , , , , ,,                    ,MmbId                                             , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,CL        ,          ,C, ,N_5159770980,,0015,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,LALB15                        ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_4064652230,ELEM,N_0984892090, ,,            , , , , ,,                    ,TtlAmt                                            , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_4283857570,                              , ,          ,          ,C, ,N_9199402070,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4078824850,ELEM,N_6528960200, ,,            , , , , ,,                    ,PstlAdr                                           , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_3649275780,                              , ,          ,          ,C, ,N_6471558700,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4090228550,ELEM,N_6140636800, ,,            , , , , ,,                    ,InstrForCdtrAgt                                   , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_1157534260,                              , ,          ,          ,C, ,            ,,0000,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,CDTR_AGT_CLRSYSMMBID          ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_4115260660,ATOM,N_5629362090, ,,            , , , , ,,                    ,HK_URGP_HKD_ID                                    , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_3708282600,                              , ,          ,          ,C, ,N_0410161000,,0000,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,                              ,            ,,000,            ,                              ,6,                    ,                    ,   ,   ,N_4122233110,ELEM,N_1496761000, ,,            , , , , ,,                    ,PstCd                                             , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_8838338720,                              , ,          ,          ,C, ,N_9602790190,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4150303900,ELEM,N_6140636800, ,,            , , , , ,,                    ,CdtrAcct                                          , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_9771790310,                              , ,          ,          ,C, ,            ,,0035,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,STCD1                         ,            ,,000,            ,FPAYH                         ,2,                    ,                    ,   ,   ,N_4179578910,ELEM,N_5865205270, ,,            , , , , ,,                    ,Id                                                , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_9637640510,                              , ,          ,          ,C, ,N_6449146560,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4187255010,ELEM,N_4150303900, ,,            , , , , ,,                    ,Tp                                                , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_9411958130,                              , ,CLURP    X,          ,C, ,            ,,0130,,000,                                                                                                                                    ,                              ,                              ,                              ,3,000,TEXT                          ,            ,,000,            ,DMEE_PAYD                     ,2,                    ,                    ,   ,   ,N_4193798890,ELEM,N_9054091070, ,,            , , , , ,1,                    ,Ustrd                                             , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_5320842430,                              , ,CL        ,          ,C, ,            ,,0000,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,LALB13                        ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_4222601760,ELEM,N_0984892090, ,,            , , , , ,,                    ,Rate                                              , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,          ,          ,C, ,            ,,0016,,000,                                                                                                                                    ,                              ,                              ,/CITIPMW/V3_POSTALCODE        ,1,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4245757250,ATOM,N_4122233110, ,,            , , , , ,,                    ,CityPc                                            , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_4452938910,                              , ,          ,          ,C, ,N_7268011670,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4249821970,ELEM,N_3108242270, ,,            , , , , ,,                    ,PstlAdr                                           , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,          ,          ,C, ,            ,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,1,                    ,                    ,   ,   ,N_4255403060,ELEM,N_5135503450, ,,            , , , , ,,                    ,AdrLine                                           , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_2494018770,                              , ,CL   R0   ,          ,N, ,            ,,0015,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,4,                    ,                    ,   ,   ,N_4271593210,ELEM,N_9996937180, ,,TX2         , , , , ,,                    ,NbOfTxs                                           , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_0063647580,                              , ,          ,          ,C, ,N_7897787810,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4283857570,ELEM,N_6528960200, ,,            , , , , ,,                    ,Id                                                , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_1453643420,                              , ,          ,          ,C, ,N_5879450750,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4306264090,ELEM,N_8573175080, ,,            , , , , ,,                    ,Rcrd                                              , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_2240371800,                              , ,          ,          ,C, ,N_5404751540,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4323493040,ELEM,N_8573175080, ,,            , , , , ,,                    ,Rcrd                                              , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_4249821970,                              , ,          ,          ,C, ,N_8273342900,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4399611800,ELEM,N_3108242270, ,,            , , , , ,,                    ,ClrSysMmbId                                       , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,          ,          ,C, ,            ,,0000,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,WAERS                         ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_4400115480,XMAT,N_1061862380, ,,            , , , , ,,                    ,Ccy                                               , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_0249673900,                              , ,          ,          ,C, ,            ,,0000,,000,                                                                                                                                    ,                              ,                              ,/CITIPMW/V3_GET_CDTR_BLDG     , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4400978440,ELEM,N_2368849090, ,,            , , , , ,,                    ,BldgNb                                            , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,          ,          ,C, ,            ,,0035,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,SVCLVL_PRTY                   ,N_0984955110,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_4411870160,ELEM,N_0470322080, ,,SLP         , , , , ,,                    ,Prtry                                             , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_0926307140,                              , ,          ,          ,C, ,N_0199403110,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4426683110,ELEM,N_8573175080, ,,            , , , , ,,                    ,Rcrd                                              , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_6888118650,                              , ,CL        ,          ,C, ,N_4883685060,,0015,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,LALB18                        ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_4429427260,ELEM,N_9424460360, ,,            , , , , ,,                    ,TaxblBaseAmt                                      , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_3627217200,                              , ,          ,          ,C, ,N_7069275940,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4430054080,ELEM,N_0396318870, ,,            , , , , ,,                    ,Authrty                                           , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_8571226020,                              , ,          ,          ,C, ,            ,,0035,,000,                                                                                                                                    ,                              ,                              ,/CITIPMW/V3_CGI_TAX_FORMS_CODE, ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4446569460,ELEM,N_4306264090, ,,            , , , , ,,                    ,FrmsCd                                            , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,          ,          ,C, ,N_2104745680,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4452938910,ELEM,N_3108242270, ,,            , , , , ,,                    ,Othr                                              , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_8830593800,                              , ,          ,          ,C, ,            ,,0034,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,BNKN1                         ,            ,,000,            ,FPAYH                         ,2,                    ,                    ,   ,   ,N_4508385180,ELEM,N_8534412700, ,,            , , , , ,,                    ,Id                                                , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_5317374210,                              , ,CL       X,          ,C,2,            ,,0000,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,ORT1Z                         ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_4514729990,ELEM,N_1531351640, ,,            , , , , ,,                    ,TwnNm                                             , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_0693583510,                              , ,CL RP    X,          ,C, ,            ,,0070,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,ZBSTR                         ,            ,,000,            ,FPAYH                         ,2,                    ,                    ,   ,   ,N_4517277200,ELEM,N_5135503450, ,,            , , , , ,,                    ,StrtNm                                            , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_4646243930,"
                            ", ,          ,          ,C, ,            ,,0004,,002,SLEV                                                                                                                                ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,1,"
                  ",                    ,"
 ",   ,N_4524518900,ELEM,N_9996937180,"",,            , , , , ,,                    ,ChrgBr                                            , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_9054091070,                              , ,          ,          ,C, ,N_8489870910,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4579473430,ELEM,N_6140636800, ,,            , , , , ,,                    ,RltdRmtInf                                        , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_5795728220,                              , ,          ,          ,C, ,            ,,0011,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,N_9936115140,1,000,ID          ,                              ,3,                    ,                    ,   ,   ,N_4592291290,ELEM,N_7897787810, ,,            , , , , ,,                    ,BICOrBEI                                          , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_8185777270,                              , ,          ,          ,C, ,N_1622450530,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4600960730,ELEM,N_8838338720, ,,            , , , , ,,                    ,PstlAdr                                           , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_5237891110,                              , ,CL       X,          ,C, ,            ,,0035,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,AUST2                         ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_4601667360,ELEM,N_1531351640, ,,            , , , , ,,                    ,AdrLine                                           , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,          ,          ,C, ,            ,,0004,,000,DBIT                                                                                                                                ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,1,                    ,                    ,   ,   ,N_4617465460,ATOM,N_5114717270, ,,            , , , , ,,                    ,DBIT                                              , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_3392171020,                              , ,CL       X,          ,C, ,            ,,0035,,000,                                                                                                                                    ,                              ,                              ,/CITIPMW/V3_CGI_CRED_REGION   , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_4629847880,ATOM,N_3301357040, ,,            , , , , ,,                    ,CtrySubDvsn                                       , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_8384415050,                              , ,          ,          ,C, ,            ,,0006,,000,PO BOX                                                                                                                              ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,1,                    ,                    ,   ,   ,N_4639134410,ATOM,N_3511983780, ,,            , , , , ,,                    ,POBOX                                             , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,CL       X,          ,C, ,            ,,0035,,000,CitiERPiX                                                                                                                           ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,1,                    ,                    ,   ,   ,N_4642819490,ELEM,N_8977201580, ,,            , , , , ,,                    ,Nm                                                , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_6140636800,                              , ,          ,          ,C, ,N_6862284960,,0000,,002,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4646243930,ELEM,N_9996937180, ,,            , , , , ,,                    ,ChrgsAcct                                         , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_5588120730,                              , ,          ,          ,C, ,N_4686278170,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4653789490,ELEM,N_8573175080, ,,            , , , , ,,                    ,Rcrd                                              , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,          ,          ,C, ,            ,,0004,,000,CUST                                                                                                                                ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,1,                    ,                    ,   ,   ,N_4679573810,ELEM,N_8207525600, ,,            , , , , ,,                    ,Cd                                                , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,          ,          ,C, ,            ,,0140,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,LALA09                        ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_4686278170,ELEM,N_4653789490, ,,            , , , , ,,                    ,AddtlInf                                          , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_5004353120,                              , ,          ,          ,C, ,N_8113310300,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4799157720,ELEM,N_8573175080, ,,            , , , , ,,                    ,Rcrd                                              , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_4970707120,                              , ,          ,          ,C, ,N_3118258730,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4841430570,ELEM,N_8573175080, ,,            , , , , ,,                    ,Rcrd                                              , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_0481054240,                              , ,CL   NC   ,          ,C, ,            ,,0013,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,CHECK                         ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_4874377520,ATOM,N_3937197650, ,,            , , , , ,,                    ,Check                                             , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,          ,          ,C, ,            ,,0000,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,WAERS                         ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_4883685060,XMAT,N_4429427260, ,,            , , , , ,,                    ,Ccy                                               , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_8566040750,"
                            ", ,          ,          ,C, ,N_7724264820,,0000,,002,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,"
                  ",                    ,"
 ",   ,N_4889343760,ELEM,N_9996937180,"",,            , , , , ,,                    ,DbtrAcct                                          , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,          ,          ,C, ,            ,,0000,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,WAERS                         ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_4889482630,XMAT,N_8568444600, ,,            , , , , ,,                    ,Ccy                                               , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_7404929700,                              , ,          ,          ,C, ,N_0641491380,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4902314110,ELEM,N_6140636800, ,,            , , , , ,,                    ,Amt                                               , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,          ,          ,C, ,            ,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,1,                    ,                    ,   ,   ,N_4916068790,ELEM,N_0081253400, ,,            , , , , ,,                    ,Nm                                                , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,          ,          ,C, ,N_9203380150,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4935130290,ELEM,N_0280208270, ,,            , , , , ,,                    ,Othr                                              , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_5045897830,                              , ,          ,          ,C, ,N_9220145390,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4954743920,ELEM,N_8573175080, ,,            , , , , ,,                    ,Rcrd                                              , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,          ,          ,C, ,N_3559751590,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_4970707120,ELEM,N_8573175080, ,,            , , , , ,,                    ,Rcrd                                              , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_4954743920,                              , ,          ,          ,C, ,N_7969046520,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_5004353120,ELEM,N_8573175080, ,,            , , , , ,,                    ,Rcrd                                              , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_9125114940,                              , ,          ,          ,C, ,N_2931870280,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_5035184210,ELEM,N_8573175080, ,,            , , , , ,,                    ,Rcrd                                              , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_9457612320,                              , ,          ,          ,C, ,N_3969405430,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_5045897830,ELEM,N_8573175080, ,,            , , , , ,,                    ,Rcrd                                              , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,          ,          ,C, ,N_9984545980,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_5055793890,ELEM,N_3576433990, ,,            , , , , ,,                    ,CtctDtls                                          , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,          ,          ,C, ,            ,,0014,,000,                                                                                                                                    ,                              ,                              ,                              ,1,003,DOC1R                         ,            ,,000,            ,FPAYH                         ,2,                    ,                    ,   ,   ,N_5064950280,ATOM,N_3331615040, ,,            , , , , ,,                    ,DOC1R                                             , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_0637692730,"
                            ", ,CL        ,          ,C, ,            ,,0001,,000,-                                                                                                                                   ,                              ,                              ,                              , ,004,                              ,            ,,000,            ,                              ,1,"
                  ",                    ,"
 ",   ,N_5070662220,ATOM,N_9980466550,"",,            , , , , ,,                    ,-                                                 , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,          ,          ,C, ,N_6519881200,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_5101952720,ELEM,N_8566040750, ,,            , , , , ,,                    ,BrnchId                                           , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_0042279290,                              , ,          ,          ,C, ,N_5586315480,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,6,                    ,                    ,   ,   ,N_5114717270,ELEM,N_0428349720, ,,            , , , , ,,                    ,CdtDbtInd                                         , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_4935130290,                              , ,          ,          ,C, ,N_4517277200,,0000,,000,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_5135503450,ELEM,N_0280208270, ,,            , , , , ,,                    ,PstlAdr                                           , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_9165688770,                              , ,CL        ,          ,C, ,            ,,0004,,000,                                                                                                                                    ,                              ,                              ,                              ,5,000,DATLO                         ,            ,,000,            ,SYST                          ,2,                    ,                    ,   ,   ,N_5151619830,ATOM,N_9936481660, ,,            , , , , ,,                    ,YYYY                                              , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,,                              , ,          ,          ,C, ,            ,,0000,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,WAERS                         ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_5159770980,XMAT,N_4064652230, ,,            , , , , ,,                    ,Ccy                                               , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
  ,N_2046896270,                              , ,CL        ,          ,C, ,            ,,0001,,000,-                                                                                                                                   ,                              ,                              ,                              , ,004,                              ,            ,,000,            ,                              ,1,                    ,                    ,   ,   ,N_5165035400,ATOM,N_9936481660, ,,            , , , , ,,                    ,-                                                 , ,/CITI/XML/UNESCO/DC_V3_01     ,PAYM,000, ,/CITI/XML/UNESCO/DC_V3_01
